tem,PH,elec,tur,oxy
20.2,7.79,847,41,8.08
20.2,7.72,802,42,8.06
20.2,7.66,791,33,7.69
20.1,7.65,780,38,7.53
19.9,7.47,887,32,5.83
19.7,7.39,901,29,4.74
19.6,7.37,898,37,4.46
19.7,7.39,892,37,4.65
19.6,7.4,902,32,4.4
19.5,7.35,935,27,4.32
19.5,7.36,935,33,4.02
19.4,7.33,947,35,3.99
19.3,7.38,960,27,4.24
19.2,7.35,1002,22,4.23
19.2,7.34,1026,32,4.12
19.3,7.31,1083,29,3.61
19.3,7.39,1051,24,3.98
19.3,7.36,1092,34,4.1
19.2,7.4,1055,26,4.75
19.5,7.31,1353,29,4.63
19.3,7.49,1095,33,5.06
19.4,7.47,1071,51,5.64
19.6,7.42,1092,33,5.16
19.7,7.45,1095,28,5.69
19.6,7.43,1120,26,5.06
19.6,7.43,1088,28,5.41
19.5,7.39,1108,25,4.93
19.5,7.38,1102,23,4.86
19.3,7.44,1058,37,4.96
19.2,7.43,951,20,5.73
19.2,7.39,1030,17,5.81
19.3,7.47,975,10,6.44
19.2,7.51,966,11,6.28
19.2,7.41,984,14,6.02
19.1,7.39,978,13,5.86
19.1,7.39,987,13,5.77
19,7.42,1008,21,5.5
19,7.35,1017,19,5.4
19,7.33,1021,11,5.32
19,7.34,1036,20,5.3
19,7.42,1039,11,5.9
19.3,7.38,1042,16,6.36
19.4,7.38,1039,24,6.26
19.4,7.35,1048,23,5.71
19.5,7.35,1149,16,5.37
,,,,
19.6,7.37,1495,30,4.92
19.6,7.36,1975,38,4.83
19.7,7.48,2572,37,6.29
19.6,7.41,2858,43,5.67
19.6,7.38,3046,42,5.76
19.7,7.44,2817,32,6
19.7,7.45,3133,32,5.72
19.7,7.38,3368,35,5.31
19.7,7.38,3011,58,5.06
19.5,7.44,2380,47,5.99
19.5,7.5,2303,42,5.95
19.5,7.41,2300,41,5.88
19.6,7.38,2609,44,5.27
19.5,7.39,2695,39,5.51
19.4,7.81,2487,36,5.63
19.4,7.44,2102,35,6.01
19.2,7.46,1907,28,6.25
19.2,7.46,1888,24,6.58
19.2,7.52,1718,26,7.16
19.4,7.53,1687,29,7.84
19.4,7.46,1752,39,6.96
19.5,7.38,1938,42,5.76
19.6,7.44,2142,40,5.97
20.1,7.52,1869,41,7.54
19.8,7.44,2036,44,6.61
19.8,7.38,2362,49,5.77
19.9,7.48,2373,38,6.53
20,7.45,2337,48,6.32
20.2,7.51,2243,63,7.05
20.1,7.42,2974,50,6.15
20,7.53,2591,45,6.83
20,7.41,2953,63,5.93
19.8,7.45,2608,48,6.52
19.9,7.35,2932,60,5.57
20,7.43,2889,51,5.7
19.8,7.46,2374,32,6.6
19.8,7.43,2380,34,6.41
19.8,7.41,2623,31,6.18
19.9,7.43,2663,36,5.9
19.8,7.41,2498,26,6.45
19.6,7.4,2256,22,6.54
19.6,7.38,2166,22,6.65
19.8,7.49,2090,22,7.18
19.8,7.35,2212,49,6.18
19.8,7.34,2281,31,6.09
19.9,7.34,2194,42,6.95
20,7.42,2231,35,6.73
21.5,7.53,1937,32,10.91
21,7.32,2030,35,7.91
20.9,7.37,2074,32,8.15
20.8,7.58,2145,28,9.21
20.6,7.44,2170,26,9.05
20.6,7.41,2145,29,9.31
20.4,7.34,2199,29,8.38
20.1,7.39,2275,29,7.58
20.1,7.25,2319,26,7.29
20.1,7.24,2263,30,7.25
20.2,7.22,2259,34,7.19
20.2,7.31,2270,28,7.39
20.4,7.2,2250,33,7.24
20.4,7.19,2260,33,7.25
20.5,7.16,2240,34,7.34
20.4,7.26,2186,41,7.26
20.4,7.12,2252,33,7.08
20.5,7.13,2222,33,7.82
20.6,7.12,2093,119,7.84
20.9,7.2,2105,62,8.21
21.1,7.09,2316,81,7.85
21.3,7.09,2002,74,7.36
21.8,7.09,1596,34,8.21
21.2,7.1,1900,42,6.84
20.8,7.04,2083,41,5.27
21.4,7.07,1934,35,6.81
21.4,7.07,1893,36,7.16
21.6,7.15,1903,41,7.14
21.6,7.08,1953,48,6.94
21.5,7.11,1847,42,7.33
21,7.08,1825,67,6.01
20.9,7.11,2030,63,5.94
20.9,7.06,2062,51,5.79
20.9,7.08,1916,45,6.26
20.9,7.05,1907,43,6.32
20.9,7.11,1894,40,6.38
20.9,7.06,1863,40,6.31
20.9,7.05,1834,35,6.47
20.9,7.05,1837,32,6.69
20.9,7.09,1844,35,6.45
21,7.04,1834,28,6.18
20.9,7.02,1785,28,6.16
20.9,7.01,1785,46,5.77
21,7.03,2024,32,5.07
21,6.96,2080,32,4.95
21,6.93,2033,32,5.23
21.6,6.97,1875,33,7.76
22.5,7.11,1718,40,10.19
23.2,7.06,1587,33,11.98
23.8,7.11,1532,49,13.05
22,6.88,1687,29,8.56
21.5,6.95,1763,32,6.87
21.7,6.94,1665,28,7.39
22.4,6.99,1680,33,10.38
22.4,7,1681,37,9.88
21.9,7.01,1700,45,8.16
21.8,6.96,1703,35,7.46
22,6.98,1675,59,8.15
22.1,6.98,1621,53,8.58
22,7.01,1643,53,7.82
22.1,6.96,1659,46,7.86
22,6.94,1624,37,7.72
21.9,6.95,1637,40,7.02
21.7,6.97,1416,27,6.4
21.6,6.92,1463,33,5.28
21.7,6.91,1444,42,5.41
21.6,6.92,1343,24,6.46
22,6.97,1413,28,7.26
22.2,6.94,1420,34,8.12
23.3,7.07,1365,41,13.03
23.9,7.09,1294,47,13.32
24.4,7.23,1330,40,14.9
24.4,7.09,1346,35,14.33
24.8,7.09,1370,35,14.03
23.2,6.87,1425,25,8.66
23.4,7.04,1466,29,9.93
22.8,6.9,1567,32,8.13
22.7,6.92,1578,27,8.39
22.5,6.87,1600,28,7.48
22.4,6.9,1593,27,6.86
22.3,6.85,1581,25,6.47
22.1,6.86,1559,28,6.05
22.1,6.84,1485,24,5.89
22.2,6.88,1476,21,6.2
22.2,6.84,1334,13,6.09
22.2,6.82,1212,13,5.82
22.2,6.81,1181,14,5.78
22.3,6.84,1178,18,5.73
22.3,6.82,1181,19,5.89
22.4,6.83,1193,21,5.98
22.4,6.83,1175,21,5.94
22.2,6.86,1325,17,5.03
22.2,6.86,1337,19,5.07
22.1,6.85,1334,21,4.84
22,6.84,1398,52,3.95
22,6.88,1463,38,4.13
22,6.87,1444,39,4.15
22,6.85,1498,38,4.11
22.1,6.86,1488,52,4.57
22.2,6.93,1562,40,4.79
21.9,6.92,1519,48,5.33
22.3,6.95,1590,57,5.47
22.2,6.91,1608,57,4.53
22.1,6.98,1481,45,4.04
21.9,6.95,1438,33,4.19
21.9,6.95,1398,28,4.04
21.8,6.94,1422,26,4.06
22,7.02,1169,22,4.87
22,6.97,1111,22,4.93
21.9,6.98,1073,20,4.95
21.8,6.97,1098,32,4.41
21.6,7,1091,29,4.38
21.6,7.01,1057,33,4.71
21.6,7.01,989,36,4.35
21.6,6.98,989,41,4.31
21.8,7.03,1002,36,4.16
21.8,6.99,872,29,4.43
21.8,7,891,39,4.39
22,6.98,1297,37,3.55
21.9,7.04,965,33,5.08
22,7.04,950,40,5.22
22.1,7.05,928,45,5.67
22,7.05,921,47,5.98
21.9,7.46,937,37,5.23
21.8,7.47,944,47,5.34
21.6,7.49,916,49,5.65
21.4,7.5,879,56,5.49
21.3,7.46,928,56,4.91
21.2,7.35,995,39,4.73
21.2,7.38,1063,31,4.44
21.2,7.33,1057,28,4.15
21.1,7.36,1050,25,4.03
21,7.3,1114,26,3.82
21,7.31,1144,22,3.82
20.8,7.31,1073,21,3.88
20.7,7.34,986,17,3.95
20.6,7.3,996,22,3.86
20.6,7.3,1101,24,3.73
20.4,7.3,1114,26,3.61
20.3,7.52,1064,19,4.01
20.4,7.31,1080,24,4.17
20.4,7.31,1098,19,4.54
20.4,7.34,1095,22,4.66
20.4,7.4,1136,28,5.11
20.4,7.42,1098,31,5.63
20.4,7.33,1247,29,4.53
20.3,7.45,1142,25,5.95
20.4,7.51,1145,27,6.13
20.3,7.46,1098,32,6.14
20.2,7.43,1126,24,6.03
20.2,7.41,1111,22,5.6
20.1,7.44,1133,22,5.57
20.1,7.38,1101,20,5.27
20,7.36,1107,22,5.08
20,7.33,1126,22,5.01
19.9,7.37,1145,22,4.83
19.9,7.32,1142,22,4.76
19.6,7.32,1014,31,4.32
19.7,7.3,1048,34,4.24
19.7,7.32,1051,29,4.19
19.7,7.3,1086,31,4.16
19.6,7.28,1044,30,3.87
19.6,7.27,1092,32,3.93
