PH,oxy,elec,tur,tem
7.4,5.4,1153.7,27.8,20.4
7.4,5.7,1149.7,27.6,20.4
7.4,5.9,1141.6,27.3,20.3
7.4,5.9,1131.4,26.7,20.3
7.4,5.9,1125.9,25.1,20.2
7.4,5.7,1121.7,23.5,20.2
7.4,5.6,1120,22.4,20.1
7.4,5.4,1117.2,21.7,20.1
7.4,5.2,1116.6,21.8,20
7.4,5,1115.9,22.4,20
7.3,4.8,1110.8,23.5,19.9
7.3,4.6,1097.7,25.3,19.8
7.3,4.4,1077.4,27.6,19.8
7.3,4.3,1067.3,29.3,19.7
7.3,4.2,1063.1,30,19.7
7.3,4.1,1062.3,30.7,19.6
7.3,4,1058.2,31.2,19.6
7.3,3.9,1054.2,32.1,19.6
7.3,3.9,1042.9,33.3,19.5
7.3,3.9,1028.7,34.9,19.5
7.3,4,1015.8,37,19.5
7.3,4.1,1007.3,38.8,19.6
7.3,4.3,1007,40.9,19.7
7.3,4.6,1012.5,42.6,19.8
7.4,5,1020.5,42.9,20
7.4,5.5,1022.3,42.8,20.3
7.4,5.8,1031.8,44.2,20.4
7.4,6,1043.8,47.2,20.6
7.4,6,1064.9,52.7,20.6
7.4,5.9,1097.4,60.1,20.5
7.4,5.5,1141,65.2,20.4
7.3,5.2,1184.7,67.7,20.2
7.3,4.8,1160.9,61.2,20.1
7.3,4.6,1051.9,50.1,20
7.3,4.4,950.3,40.4,19.9
7.3,4.2,870.4,33.3,19.8
7.2,4.1,820.1,28.9,19.7
7.2,4,805.9,26.7,19.7
7.2,4,805.8,24.6,19.6
7.2,4,819.9,22.9,19.6
7.2,4,836.4,22.4,19.6
7.2,4,847.8,23.3,19.7
7.2,4,856,26.2,19.7
7.2,4,866.5,31,19.8
7.2,4,880.9,37.1,19.9
7.2,4,900.6,43.4,20
7.2,4,925.4,48.1,20.1
7.2,4.1,937.3,47.3,20.2
7.2,4.3,938.1,46.3,20.3
7.2,4.5,927.5,43.9,20.4
7.2,4.7,911,41.6,20.4
7.2,4.9,896.8,40.4,20.4
7.2,5.1,885.3,40,20.4
7.2,5.2,875.3,38.7,20.4
7.3,5.3,866.1,36.6,20.4
7.2,5.3,864.4,35,20.4
7.2,5.2,867.8,33.8,20.4
7.2,5.1,878.2,33.5,20.3
7.2,5.1,881.9,32.5,20.3
7.2,5,884.9,31.5,20.3
7.2,5,888.7,29.6,20.3
7.2,4.9,895.2,29.8,20.3
7.2,4.8,902.9,31.8,20.3
7.2,4.6,913.6,33.8,20.3
7.1,4.6,919.1,35.2,20.3
7.1,4.6,919.3,36.2,20.2
7.2,4.6,922.1,37.3,20.3
7.2,4.7,924.8,38.5,20.4
7.2,4.8,928,38.5,20.5
7.2,5,930.8,37,20.6
7.2,5.3,932.2,36.1,20.7
7.2,5.7,928.3,36,20.9
7.2,6.1,923.6,36.9,21
7.2,6.4,919.8,37.6,21.2
7.2,6.4,920,37.6,21.2
7.2,6.3,923.4,37.1,21.2
7.2,5.9,928.1,35.7,21.1
7.1,5.4,932.2,34.1,20.9
7.1,5,935.2,32.4,20.8
7.1,4.8,937.3,31.2,20.7
7.1,4.7,939.6,30,20.7
7,4.6,939.8,28.9,20.7
7,4.7,939.6,27.8,20.7
7,4.8,935.7,28.3,20.7
7,4.7,933.2,30,20.7
7,4.5,932.3,31.6,20.7
7,4.3,933.7,34.6,20.7
7,4,936.1,38.4,20.7
7,3.8,940.2,41.7,20.7
7,3.8,943.9,44.5,20.8
7,4,946.8,45.6,21
7,4.5,944,44.9,21.2
7,5.2,939.1,41.8,21.5
7,6.3,928.9,37.4,21.9
7.1,7.5,917.4,34.5,22.4
7.1,8.6,911.8,32.9,22.8
7.1,8.9,915.7,32.3,23
7.1,8.6,927.3,32.2,22.9
7.1,7.9,946.7,32.5,22.7
7.1,7.1,970.4,32.7,22.3
7.1,6.3,990.8,32.4,22
7.1,5.7,1007,31.2,21.7
7.1,5.3,1011.8,29.3,21.4
7.1,5,1004.3,26.5,21.3
7.1,4.8,986.6,23.6,21.2
7.1,4.7,966.9,21.6,21.2
7.1,4.6,952.4,21.4,21.2
7.1,4.5,941.4,22.8,21.2
7.1,4.5,933.3,24.9,21.3
7.1,4.5,923.9,25.1,21.3
7.1,4.5,913,24.4,21.3
7.1,4.6,906.5,25.2,21.4
7.1,4.6,903.8,27.2,21.5
7.1,4.8,903.5,29.6,21.6
7.1,5.2,902.7,32.4,21.9
7.1,5.9,899.6,35.1,22.2
7.1,7,892.3,37.3,22.7
7.1,8.1,883.8,38.4,23.2
7.2,9.2,874,38.9,23.8
7.2,10.2,862.3,38.6,24.3
7.2,11.2,850,38.5,24.8
7.2,11.4,843.5,38.2,24.9
7.2,11.1,843.5,38.6,24.8
7.2,10.3,848.5,39.3,24.5
7.2,9.6,858.5,39.7,24.1
7.2,8.7,871.8,37,23.7
7.2,7.9,889.5,34,23.4
7.1,7.3,907.4,31.3,23.1
7.1,6.8,915.1,29.9,23
7.1,6.5,915.5,28.2,22.9
7,6.4,906.3,26.3,22.9
7,6.2,893.3,24.6,23
7,6,888,23.3,23
7,5.7,894.1,23.3,22.9
7,5.1,914.9,24.6,22.8
7,4.5,931.9,27.3,22.6
7,4,942.9,31.2,22.5
6.9,3.6,952.8,35.7,22.5
6.9,3.2,965.1,40.1,22.4
6.9,2.8,972.4,42.5,22.5
6.9,2.5,977,43.5,22.5
6.9,2.4,977.9,44.9,22.6
6.9,2.2,976.6,47.2,22.7
7,2.2,978.2,48,22.9
7,2.1,984.2,48.6,23
7,2.1,998,49,23
7,2.1,1021.7,49.5,23
7,2,1059.5,50.6,23
7,2,1104.3,49.2,22.8
7,2,1149.4,46.9,22.7
7,2,1193.8,44.5,22.6
7,1.9,1243.1,42.1,22.5
7,1.8,1280.5,39.5,22.5
7,1.8,1298.7,36.9,22.4
7.1,1.8,1291.4,35.6,22.4
7.1,1.9,1274,35.9,22.4
7.1,2,1244.4,37.7,22.4
7.1,2.1,1213.8,40.4,22.4
7.1,2.1,1187.7,45.7,22.5
7.1,2.2,1178.4,53.3,22.5
7.1,2.2,1185.4,57.2,22.6
7.1,2.2,1189.2,55.6,22.7
7.1,2.3,1185.1,53.1,22.9
7.1,2.3,1173.3,53,23
7.1,2.3,1145,54.7,23.1
7,2.3,1111.4,56.7,23.2
7,2.4,1080.3,58.1,23.3
7,2.4,1051.5,60.9,23.4
7,2.5,1028.3,63.5,23.4
7,2.5,1015,66.1,23.4
7.1,2.5,1011.5,67.3,23.4
7.1,2.5,1018.3,67,23.3
7.1,2.6,1031.7,62.1,23.2
7.1,2.6,1046.8,55.5,23.1
7.1,2.6,1061.7,49.6,23.1
7.1,2.5,1073.8,45.3,23
7.1,2.4,1081.7,42.1,22.9
7.1,2.4,1087.7,40.3,22.8
7.1,2.3,1091.4,39.3,22.7
7.1,2.3,1085.8,37.4,22.6
7.1,2.2,1079.3,36.7,22.5
7,2.1,1082.7,37.2,22.4
7,2,1097.8,38.4,22.3
7,1.8,1118.4,39.8,22.2
7,1.7,1152.7,41.1,22.2
7,1.6,1188,41.7,22.2
7,1.6,1217.1,43.4,22.1
7,1.6,1246.1,45.9,22.1
7,1.6,1275.8,46.5,22.1
7,1.7,1301.9,45.1,22.2
7,1.7,1333.4,44.8,22.2
7,1.7,1380,44.9,22.2
7,1.6,1442.9,45.5,22.2
7,1.5,1488.4,48.1,22.2
7,1.4,1534,51.2,22.2
7,1.3,1577.9,53,22.1
7,1.3,1584,49.8,22
7,1.4,1550.9,45.6,21.9
7,1.5,1521.2,40.7,21.8
7,1.6,1495.9,36.2,21.7
7,1.6,1483.6,33.3,21.6
7,1.5,1481.7,32.3,21.5
7,1.4,1492.5,32.9,21.4
7,1.2,1508.1,34.3,21.4
7,1.1,1523.9,35.6,21.4
7,0.9,1508.5,35.8,21.3
7,0.8,1498.7,35.3,21.3
7,0.7,1523.9,34.9,21.3
7,0.6,1553.4,34.7,21.3
7,0.6,1563.9,34.4,21.3
7,0.6,1557.2,34.4,21.3
7,0.6,1556.6,34.7,21.3
7,0.7,1555.9,35.1,21.4
7,0.7,1555.5,35.9,21.5
7,0.9,1551.6,37.1,21.6
7,1,1543.1,40.2,21.8
7,1.2,1531.3,44.5,21.9
7,1.4,1521.6,48.2,22.1
7,1.5,1513.7,51.8,22.2
7,1.5,1512.1,55.5,22.2
7,1.4,1516.5,58,22.2
7,1.2,1528.3,57.8,22.1
7,1.1,1548.1,57.3,22
7,0.9,1565.8,57.3,21.9
7,0.8,1545.5,55.9,21.9
7,0.7,1502.5,54,21.8
7,0.7,1399.6,52.8,21.7
7,0.7,1276.1,50.2,21.7
7,0.7,1164.2,48,21.6
6.9,0.7,1067.9,47.8,21.6
6.9,0.6,977.2,48.5,21.5
6.9,0.6,904.5,50,21.4
6.9,0.6,846.9,51.9,21.4
6.9,0.7,804.4,52.9,21.5
6.9,0.9,782.9,52.3,21.5
7,1.2,784.8,52.9,21.6
7,1.7,803.4,53.9,21.8
7.1,2.5,817.9,56.7,21.9
7.2,3.6,823.1,60.4,22.1
7.3,4.4,824.4,61.9,22.2
7.4,4.9,824.4,63.4,22.2
7.4,5.1,824.2,65.9,22.2
7.4,5.1,824.7,68.6,22.2
7.4,5.1,823.9,66.3,22.1
7.4,5.1,821.8,64,22
7.4,4.9,820.2,61.9,21.8
7.4,4.8,820,60.5,21.7
7.4,4.6,824,59.2,21.6
7.4,4.5,834,57.9,21.5
7.4,4.4,849.8,56,21.4
7.4,4.3,868.6,54,21.3
7.4,4.3,885.9,51,21.3
7.4,4.3,895,48.1,21.3
7.4,4.5,896.8,43.9,21.3
7.4,4.5,895.9,40.7,21.3
7.4,4.5,893.8,39.4,21.3
7.4,4.4,892.2,40.7,21.3
7.4,4.4,898.1,44.1,21.4
7.4,4.3,912.7,47.9,21.5
7.3,4.3,935.2,51.4,21.6
7.3,4.3,959.4,53.8,21.8
7.3,4.5,977.5,56.6,22
7.4,4.7,989.8,57.7,22.2
7.4,5.1,992.3,58.6,22.4
7.4,5.4,983.7,61.2,22.5
7.4,5.6,972.3,62.6,22.6
7.4,5.8,960.8,64.1,22.6
7.4,5.9,949.3,65.5,22.5
7.4,5.9,943.7,66.6,22.4
7.4,5.8,943.4,66.8,22.3
7.4,5.7,951.3,66.6,22.2
7.4,5.5,968,64.8,22.1
7.4,5.4,983.7,60.5,22.1
7.4,5.3,1000.1,55.2,22
7.4,5.2,1014.5,51.1,21.9
7.3,5,1026.5,48.4,21.8
7.3,4.8,1036,46.5,21.8
7.3,4.7,1043.1,45.5,21.7
7.3,4.6,1046,45.5,21.7
7.3,4.7,1043.7,46.1,21.7
7.3,4.9,1038.3,46.8,21.7
7.4,5.4,1031.1,47.1,21.9
7.4,6.3,1021.4,49.1,22.3
7.5,7.4,1006.1,52.1,22.9
7.5,8.8,983.8,56.5,23.5
7.6,10.1,956.9,59.5,24.2
7.7,11.4,931.7,61.4,24.8
7.7,12.4,914,62.1,25.3
7.8,13,905,61.8,25.5
7.8,13.1,905.3,58.6,25.4
7.8,12.7,915.9,54.4,25.2
7.7,11.7,937.6,50.6,24.7
7.5,10.4,963.4,46.7,24.1
7.4,9.3,982.6,43.8,23.6
7.3,8.6,988.1,38.5,23.3
7.3,8.2,983.3,35.1,23.1
7.2,7.8,982.3,33.8,23
7.2,7.4,985,33.5,22.9
7.2,7,992.8,34.4,22.8
7.1,6.5,1004.5,35.9,22.7
7.1,6.2,1007.3,36.8,22.6
7.1,6,1005,39.3,22.5
7.1,5.8,997.9,43.4,22.5
7,5.6,993.7,47.4,22.4
7,5.7,992.7,50,22.5
7,6,995.8,50.6,22.5
7,6.5,996.4,50.2,22.7
7,7.2,995.1,51.3,22.8
7,7.8,994,53.5,23.1
7,8.2,994.5,55.9,23.3
6.9,8.5,996.4,59.4,23.5
6.9,8.7,1004.9,62.7,23.7
6.9,8.6,1023.3,66.6,23.8
6.9,8,1053.5,70.4,23.8
6.9,7.3,1095.3,73.6,23.7
6.9,6.7,1136.5,77.7,23.6
6.9,6.2,1176.2,80.5,23.5
6.9,5.8,1220.7,79.6,23.5
6.9,5.3,1275.1,78.2,23.4
6.9,4.8,1335.5,75.4,23.3
6.9,4.4,1381.7,71.9,23.3
6.9,4.3,1410.3,67.3,23.2
6.9,4.2,1420.3,61.6,23.2
6.9,4.2,1405.2,56.5,23.1
7,4.3,1373.1,51.1,23.1
7,4.6,1341.4,44.2,23.1
7,4.9,1310.1,39.3,23.1
7,5.3,1279.3,37.4,23.1
7,5.9,1250.2,38.7,23.2
7.1,6.8,1226.8,42,23.4
7.1,8,1208,47.2,23.8
7.3,9.6,1189.1,54.9,24.2
7.5,11,1167.8,64.1,24.7
7.8,12.3,1145.5,71.7,25.3
8.2,13.5,1118.4,76.4,25.9
8.6,14.3,1087.7,79.2,26.5
8.8,14.8,1062.4,80.5,26.9
9,14.9,1049.6,81.6,27.2
9,14.9,1046.8,83,27.4
9,14.5,1049.7,80.3,27.3
9,14,1059.6,75.2,27
8.9,13.3,1077.2,70.3,26.7
8.8,12.6,1100.3,66.8,26.4
8.7,11.9,1126.5,64,26.2
8.6,11.3,1151.8,60.9,25.9
8.5,10.8,1171,56.8,25.7
8.4,10.4,1179,54.5,25.6
8.4,10.1,1180.2,53.3,25.5
8.4,9.8,1172.6,51.4,25.4
8.3,9.6,1162.1,49.7,25.4
8.3,9.6,1150.3,47.7,25.3
8.4,9.6,1136.9,45.8,25.3
8.4,9.8,1123.5,45.7,25.3
8.4,9.9,1112.4,48.1,25.3
8.4,10.2,1103.9,51.9,25.5
8.5,10.5,1098.6,57.2,25.7
8.5,10.8,1095.4,62.7,26
8.6,11.4,1091.4,68.1,26.4
8.7,12.4,1081.5,72.7,27.1
8.9,13.4,1073,75.6,27.8
9,14,1070.9,75,28.4
9.1,14.2,1087.6,73.3,28.6
9,13.8,1118.4,70.8,28.5
8.9,12.9,1168.8,66.9,27.9
8.8,12,1226.5,63,27.3
8.7,11.1,1279.2,59.2,26.8
8.6,10.2,1328.7,55.1,26.4
8.4,9.4,1378.4,51.3,26
8.3,8.8,1426.3,48.2,25.8
8.2,8.2,1464.6,45.4,25.6
8.1,7.7,1488.7,43.4,25.5
8,7.3,1496.2,41.2,25.4
7.9,6.9,1492.4,38.7,25.3
7.9,6.5,1481.4,37,25.3
7.8,6.3,1470.5,36.2,25.2
7.8,6.3,1463.8,36.8,25.2
7.8,6.6,1458.9,38.4,25.3
7.9,7.3,1452.2,40.6,25.4
8,8.4,1443.6,44.2,25.7
8.2,9.6,1430.3,48.6,26
8.4,10.7,1417.5,53.3,26.4
8.5,11.4,1417.9,57.8,26.7
8.6,11.6,1439.6,62.1,27
8.6,11.5,1493,65.9,27.1
8.5,11.1,1575.4,68.2,27.1
8.4,10.5,1670.9,67.5,27.1
8.3,9.7,1766.6,65.7,26.9
8.1,8.8,1852,62.4,26.8
8,8,1910.2,58,26.5
7.8,7.2,1931.1,51.9,26.3
7.7,6.6,1922.9,46.2,26.2
7.6,6.2,1898.6,42,26.1
7.6,6,1865.4,39.2,26
7.5,5.8,1826.1,37.7,25.9
7.5,5.7,1774.4,37.4,25.9
7.5,5.6,1708.5,37.6,25.9
7.4,5.6,1650.4,38.8,25.9
7.4,5.5,1609.4,40.2,25.9
7.4,5.5,1581.9,41.7,25.9
7.4,5.7,1563.6,43.5,26
7.5,6,1553.7,46.2,26
7.5,6.6,1546.8,49.8,26.2
7.6,7.6,1524.1,53.4,26.5
7.8,8.9,1500.8,58.1,27
8,10.3,1479.5,63.1,27.5
8.2,11.6,1458.2,68.7,28.1
8.4,12.6,1436.1,74.8,28.7
8.4,13.5,1415.2,78.8,29.1
8.5,14.1,1399.6,79.4,29.4
8.5,14.3,1397.6,78.3,29.5
8.4,14.1,1411,76.5,29.4
8.2,13.5,1432.7,75.9,29.2
8,12.4,1464.9,75.9,28.8
7.9,11.4,1497.6,75,28.4
7.7,10.3,1527.3,72.8,28.1
7.5,9.4,1554.6,68.7,27.8
7.4,8.5,1579.9,65.5,27.6
7.3,7.6,1610.8,63.1,27.4
7.3,6.7,1652,62.4,27.2
7.2,5.8,1702.5,62.5,26.9
7.1,5.1,1744.4,59.3,26.7
7.1,4.5,1787.2,55.4,26.5
7.1,3.9,1836.7,52.6,26.3
7,3.4,1883.1,51.9,26.2
7,3.1,1937.4,52.5,26.2
7,3,2005.2,53.3,26.1
7,3,2087.3,55.6,26.1
7,3.1,2148.8,58,26.2
7,3.5,2180.2,61.9,26.2
7.1,3.9,2169.5,67.9,26.3
7.1,4.2,2146.1,74.4,26.3
7.1,4.3,2126.5,82.6,26.4
7.1,4.3,2108.7,86.3,26.4
7.1,4.4,2098.4,87,26.4
7.1,4.5,2105.2,84.6,26.3
7.1,4.4,2128.2,82.7,26.3
7.1,4,2168.1,79.3,26.2
7,3.5,2222.2,75.9,26.1
7,3.3,2224.4,73.8,26
7,3,2224.9,71.2,25.9
7,2.7,2235.1,67.9,25.8
7,2.6,2232.6,62.9,25.7
7,2.4,2224.5,59.4,25.6
6.9,2.3,2230.2,56.5,25.5
6.9,2.2,2254.1,54.1,25.4
6.9,2.2,2300,52.4,25.3
6.9,2.2,2349.5,51.2,25.3
6.9,2.1,2395.5,50,25.2
6.9,2.1,2429,49.4,25.2
6.9,2.3,2456.4,49.6,25.1
6.9,2.6,2481.4,49.9,25.1
7,2.8,2513.7,50.4,25.1
7,3,2551.2,51.3,25.1
7,3.2,2599.4,53.1,25.2
7.1,3.1,2657.1,54.9,25.2
7.1,2.8,2726.4,55.5,25.2
7.2,2.6,2779.7,57.2,25.2
7.2,2.4,2821.6,58.5,25.2
7.3,2.4,2845.2,57,25.1
7.3,2.5,2829.7,56.9,24.9
7.3,2.7,2781.6,57.2,24.7
7.3,2.8,2705.6,58.4,24.5
7.2,2.6,2586.1,61.2,24.3
7.2,2.4,2417.3,61.8,24.2
7.2,2.1,2204.8,58.9,24.1
7.2,1.8,1955.4,54.4,24
7.2,1.5,1658,48.2,24
7.1,1.4,1451.1,42.8,24
7.1,1.3,1329.1,38.6,24
7.1,1.3,1258.5,35.3,23.9
7.1,1.3,1207.9,32.9,23.9
7.1,1.4,1160.5,31.3,23.9
7.1,1.5,1125.1,30.8,23.8
7.1,1.7,1100.8,31.9,23.8
7.2,2,1086.7,34.6,23.8
7.2,2.4,1088.3,39.3,23.8
7.2,2.7,1101.6,45.3,23.9
7.2,3,1122.6,52.6,24
7.2,3.1,1141.2,60,24
7.2,3,1159.8,64.4,24.1
7.2,2.9,1174.6,67.8,24.1
7.1,2.9,1186.6,70.6,24.1
7.2,3,1188.5,75.8,24.1
7.1,3.2,1178.9,83.2,24
7.1,3.3,1161.7,86.8,23.8
7.1,3,1148,79,23.7
7.1,2.7,1133.4,72.6,23.5
7.1,2.3,1114,68.7,23.4
7.1,2,1088.5,64.1,23.3
7.1,1.6,1046.2,60,23.2
7.1,1.4,989,56.7,23.1
7.1,1.3,925.2,52.6,23.1
7.1,1.2,855.5,47.7,23
7.1,1.2,790.2,43,23.1
7.2,1.2,752,39.8,23.1
7.2,1.2,738.2,38.2,23.1
7.2,1.4,741.1,37.9,23.1
7.2,1.6,753.2,37.4,23.2
7.2,1.9,772.2,37.4,23.3
7.2,2.2,789.8,38.3,23.4
7.2,2.4,806.2,39.3,23.6
7.2,2.5,819.9,40.5,23.7
7.2,2.7,833.5,43,23.9
7.2,2.9,844.4,46.1,24
7.2,2.9,853.6,49.3,24.1
7.1,2.7,860.8,52.2,24.1
7.2,2.7,863.5,54.9,24.1
7.1,2.5,864.4,57.4,24.1
7.1,2.2,869.3,59.6,24
7.1,1.9,878.9,60.7,23.9
7.1,1.6,893.6,58.6,23.8
7.1,1.4,911.3,55.2,23.7
7.1,1.2,942.4,51.2,23.6
7.1,1.1,993.8,45.1,23.5
7.1,1,1059.5,37.1,23.4
7.1,1,1101.3,30.8,23.3
7.1,1.1,1100.6,26.9,23.2
7.1,1.1,1082.3,25.1,23.1
7.1,1.1,1063.2,24.5,23.1
7.1,1,1059.2,24.7,23.1
7.1,1,1074.9,25.2,23.1
7.1,0.9,1101.2,25.8,23.1
7.1,0.9,1125.8,27,23.2
7.1,1,1129.6,29.3,23.2
7.1,1,1117.5,32.1,23.3
7.1,1.1,1103.9,33.9,23.4
7.1,1.2,1086.8,36.4,23.5
7.1,1.2,1068.2,39.9,23.5
7.1,1.2,1045.8,43.6,23.6
7.1,1.2,1027.3,46.8,23.6
7.1,1.3,1019.6,49.9,23.6
7.1,1.4,1024.1,52.6,23.5
7.1,1.6,1041,53.3,23.5
7.1,1.7,1068.2,51.1,23.4
7.1,1.7,1091.2,49,23.4
7.1,1.7,1095,48.3,23.3
7.1,1.7,1075.5,48.6,23.2
7.1,1.7,1044.5,49.3,23.1
7.1,1.7,1004.9,51,23.1
7,1.7,959.1,53.1,23
7,1.7,908.6,55.9,23
7,1.8,851.8,57.2,22.9
7.1,2,788.7,58,22.9
7.1,2.1,732.4,56.4,22.9
7.1,2.2,702.9,54.9,22.9
7.1,2.2,704.5,55.1,22.9
7.1,2.3,708.3,53.4,22.9
7,2.5,702.3,51.8,22.8
7,2.7,702.6,50.6,22.8
7.1,3,711.3,50.4,22.7
7.1,3.3,716.7,53,22.7
7.1,3.6,709.8,57.9,22.6
7.2,4,686.7,64,22.6
7.3,4.1,643.8,69.2,22.6
7.3,4.1,596.9,74.3,22.6
7.3,3.9,557.3,68.3,22.6
7.3,3.7,527.1,58.9,22.6
7.3,3.3,506,49,22.6
7.3,3,492.4,40.1,22.6
7.2,2.7,484.5,33.9,22.6
7.2,2.5,482.1,31,22.5
7.2,2.3,484,30.4,22.4
7.2,2.2,489.1,30.6,22.3
7.1,2.1,498.4,30.5,22.1
7.1,1.9,512.8,30.5,22
7.1,1.9,526.9,30.5,21.9
7.2,1.9,530,30.7,21.8
7.1,1.8,517.4,31.1,21.7
7.1,1.8,498,32,21.7
7.1,1.8,476.9,33.3,21.8
7.1,1.8,464,35.2,22
7.1,1.9,461.6,37.3,22.2
7.1,2.1,462.8,39.2,22.4
7.1,2.2,467.3,41.7,22.7
7.1,2.4,473.1,44.6,22.9
7.1,2.5,475.8,47.5,23
7.1,2.7,475.8,51.8,23.2
7.1,2.9,472.6,57.7,23.3
7.2,3.2,467.3,63.8,23.5
7.2,3.4,465.3,66.9,23.5
7.1,3.3,459.9,64.1,23.4
7.1,3.3,453.6,57.6,23.3
7.1,3.2,447.1,50.1,23.2
7.1,3.1,441.2,43.1,23
7.1,3,435.6,36.8,22.9
7.1,2.9,431,32.1,22.8
7.1,2.8,427.7,29,22.8
7.1,2.7,425.8,27.1,22.7
7.1,2.6,424.7,25.5,22.7
7.1,2.5,424,24.9,22.7
7.1,2.5,423.6,24.9,22.7
7.1,2.4,423.4,24.9,22.6
7.1,2.5,423.3,25.1,22.6
7.1,2.7,422.9,25.1,22.7
7.1,2.8,422.6,25,22.8
7.1,3,422.6,25.6,22.9
7.1,3.1,422.5,26.3,23
7.1,3.2,422.5,27.9,23.1
7.2,3.4,423.3,30.8,23.2
7.2,3.7,426,35.2,23.3
7.2,4.1,432.9,42,23.5
7.2,4.4,445.2,50.6,23.7
7.3,4.7,461.6,60.1,23.9
7.3,4.8,480.7,67,24.1
7.3,4.7,492.8,69.8,24.1
7.3,4.4,488.4,65.6,24.1
7.3,4.2,473.8,59.1,24
7.2,4,453.7,51.9,23.9
7.2,3.8,431.7,45.7,23.7
7.2,3.6,412.4,42.5,23.6
7.2,3.5,401.1,42.5,23.4
7.1,3.3,398.1,47.7,23.4
7.1,3.2,403.2,56.2,23.3
7.1,3.1,417.2,66.1,23.2
7.1,2.9,440.5,65.3,23.2
7.1,2.8,474.7,63.3,23.1
7.1,2.7,510.2,59.3,23.1
7.1,2.7,523.6,54.6,23.1
7.1,2.7,512.9,49.9,23.1
7.1,2.9,490.6,46.1,23
7.1,3.1,462.6,38.1,23.1
7.1,3.2,440.4,32.8,23.1
7.1,3.4,425.1,32.5,23.2
7.1,3.5,416.1,38.3,23.2
7.1,3.6,411.5,49.4,23.2
7.1,3.8,409.6,66.5,23.2
7.1,3.7,408,85,23.2
7.1,3.6,406,102.4,23.1
7,3.4,410.2,112,23
7,3.1,412.5,111.1,22.9
7,2.8,411.3,101.1,22.9
7,2.5,402.4,85.3,22.8
7,2.3,393.2,69.1,22.8
6.9,2.1,384.6,55.1,22.8
6.9,1.9,377.5,43.2,22.8
6.9,1.8,372.7,33.7,22.8
6.9,1.7,372.1,28.3,22.8
6.9,1.7,375,25.8,22.9
6.9,1.7,381.1,24.9,22.9
6.9,1.8,389.7,26,22.9
6.9,1.8,400.2,28.1,22.9
6.9,1.8,408.3,30.4,22.9
6.9,1.7,405.8,31.2,23
6.9,1.6,394.6,29,23
6.9,1.5,381.1,26.6,23.1
6.9,1.5,368.7,25.4,23.2
6.9,1.5,359.5,24.4,23.2
6.9,1.5,360.6,25.6,23.3
6.9,1.6,368.8,24.8,23.3
6.9,1.6,385.2,25,23.4
6.9,1.7,411.5,27.7,23.4
6.9,1.8,447.2,31.6,23.5
6.9,1.8,488.5,35.4,23.5
6.9,1.8,515.9,36.3,23.5
7,1.7,512.6,34.2,23.5
6.9,1.7,487,28.9,23.5
6.9,1.7,449.8,22.4,23.4
6.9,1.7,414.3,16,23.4
6.9,1.7,384.8,11.8,23.4
6.9,1.6,363.6,9.4,23.4
6.9,1.6,353.1,7.3,23.4
6.9,1.6,351.7,6.1,23.4
6.9,1.6,358.2,6.1,23.4
6.9,1.8,369.7,7.1,23.4
6.9,1.8,383.6,8.3,23.3
6.9,1.8,400.9,9.8,23.4
6.9,1.8,420.5,11.8,23.4
6.9,1.7,429.1,13.6,23.5
6.9,1.7,425,13.5,23.5
6.9,1.7,414.7,14.1,23.6
6.9,1.6,403.5,15.3,23.6
6.9,1.5,396.2,16.5,23.7
6.8,1.5,400.8,18.9,23.7
6.9,1.6,420.9,23.3,23.8
6.9,1.7,461.3,30,23.9
6.9,2,525.7,38.1,24.1
6.9,2.1,612.1,43.2,24.3
6.9,2,691.4,44.2,24.5
6.9,1.8,715.9,44.1,24.5
6.9,1.7,681.2,41.8,24.5
6.9,1.7,612.4,36.9,24.5
6.9,1.6,542.3,31.4,24.3
6.9,1.6,496,25.5,24.2
6.8,1.7,465.5,20.9,24
6.8,1.6,462.3,17.3,23.9
6.8,1.6,475.2,14.8,23.8
6.8,1.6,495.9,12.9,23.8
6.8,1.6,499.6,10.9,23.7
6.7,1.6,490.2,10.4,23.7
6.8,1.7,478.5,11.2,23.8
6.8,1.9,469.5,12.4,23.9
6.8,2.2,465,15.3,24.1
6.9,2.5,460.8,19.5,24.4
7,2.9,460.4,23.8,24.8
7.1,3.4,464.5,29.5,25.2
7.1,4,467.5,35.4,25.6
7.1,4.3,484,41.4,25.9
7.1,4.5,509,50.9,26
7.1,4.6,538,64.1,26
7.1,4.4,576.1,79.7,26.1
7.1,4,629.5,93.6,26.1
7.1,3.4,699.5,95.7,26
7.1,2.8,742,90.5,25.8
7.1,2.4,723.8,82.2,25.6
7,2.1,660.5,69.9,25.4
7,1.9,575.8,56.7,25.3
7.1,1.8,504.8,45.6,25.1
7,1.8,455.2,37.5,25
7,1.7,424,31.4,24.8
7,1.7,405.6,26.9,24.7
7,1.7,396.3,23.5,24.7
7,1.7,391.9,22.4,24.6
7,1.7,389.8,22.7,24.7
7,1.9,390.1,24.8,24.8
7,2.1,392,28.7,25.1
7,2.5,395.2,33.4,25.5
7,2.9,399.4,36.2,26
7,3.5,402.4,39.1,26.5
7,4.2,405.4,42.4,27.2
7,4.7,410,45,27.6
6.9,5,414.9,47.2,27.7
6.9,5.1,421.3,48,27.6
7,5.1,432.3,47.1,27.2
6.9,4.9,446.8,46.4,26.7
6.9,4.5,464.1,44.7,26.3
