PH,tem,elec,tur,oxy
7.6,25.7,5644.6,53.4,6.6
7.5,25.6,5829,52.2,6.3
7.5,25.6,5962.1,51.3,6
7.5,25.6,6117.6,50.8,5.8
7.4,25.7,6286,50.5,5.6
7.4,25.7,6404.7,50.2,5.5
7.4,25.7,6515.8,49.9,5.4
7.4,25.7,6542.8,49.6,5.4
7.4,25.7,6473,49.3,5.4
7.3,25.6,6346,49.1,5.4
7.3,25.6,6164.8,49,5.3
7.3,25.5,5897.6,49,5.3
7.3,25.4,5691.3,49,5.3
7.3,25.3,5761.1,48.9,5.5
7.3,25.3,5687.2,49,5.7
7.3,25.3,5477.3,49,6.1
7.4,25.3,5207.6,49,6.6
7.4,25.4,4952.1,49,7.1
7.4,25.5,4736.8,49.1,7.6
7.4,25.7,4553.9,49.2,8.1
7.5,25.9,4451.3,49.4,8.7
7.5,26,4333.7,49.5,9.3
7.5,26.2,4254.8,49.7,9.7
7.5,26.3,4163.6,50,9.9
7.5,26.3,4049.6,50.2,9.8
7.5,26.2,3938.3,50.1,9.4
7.4,26.1,3852.5,50.1,8.9
7.4,26,3862.2,50.8,8.2
7.4,25.9,4077.7,52.4,7.6
7.3,25.8,4349.2,54.9,7.1
7.3,25.7,4679.9,58.5,6.6
7.3,25.7,4976.8,62,6.3
7.3,25.6,5163,63.9,5.9
7.3,25.6,5318.9,63.3,5.7
7.2,25.6,5392.9,62.4,5.4
7.2,25.5,5398,61.5,5.3
7.2,25.5,5326.8,58.4,5.2
7.2,25.4,5220.9,55.5,5.2
7.2,25.4,5061.3,53.1,5.2
7.1,25.4,4895.7,51.8,5.4
7.1,25.5,4713.2,51.1,5.6
7,25.6,4518,51,5.8
7,25.6,4314.2,51.4,6.1
6.9,25.7,4106,52.4,6.4
6.9,25.9,3897.5,53.7,6.7
6.8,26,3692.7,55.4,7.1
6.8,26.1,3496,57.3,7.4
6.7,26.1,3311.4,59.5,7.7
6.7,26.2,3143,61.9,8
6.7,26.3,2995,64.4,8.2
6.7,26.3,2871.6,67,8.4
6.7,26.3,2776.8,69.6,8.6
6.7,26.2,2714.9,72.2,8.6
6.8,26.1,2702.5,76.7,8.6
6.8,26,2713.5,78.5,8.5
6.9,25.8,2768.3,72.5,8.4
7,25.6,2806.8,64.7,8.2
7.1,25.5,2857.7,58.7,8
7.1,25.3,2891.5,54.4,7.8
7.1,25.3,2907.2,51.5,7.6
7.2,25.2,2916.6,50,7.5
7.2,25.1,2917.9,49.2,7.3
7.2,25.1,2903.4,48.9,7.3
7.2,25.1,2871.4,48.9,7.2
7.2,25.1,2837.9,49.1,7.3
7.2,25.1,2796.7,49.4,7.5
7.2,25.2,2801.4,50.2,7.7
7.2,25.4,2819.4,51.6,7.9
7.3,25.5,2861,53.6,8
7.3,25.5,2918.7,56.1,8.1
7.3,25.5,2956,59.5,8.2
7.3,25.5,2980.9,61.7,8.2
7.3,25.5,2978,63.5,8.2
7.3,25.4,2989,63.1,8.1
7.3,25.3,2982.8,63.4,8.1
7.4,25.2,2992.3,62.6,7.9
7.4,25.1,2957.8,62.2,7.8
7.4,25,2936.1,61.9,7.6
7.4,24.9,2949.9,63.3,7.4
7.4,24.8,3010.8,64.4,7.2
7.3,24.8,3117.6,67,7.1
7.3,24.8,3236.8,68.7,6.9
7.3,24.8,3350.9,70,6.7
7.3,24.8,3446.3,69.4,6.5
7.3,24.8,3458,67.1,6.4
7.3,24.7,3490.4,63.5,6.3
7.3,24.7,3466.2,59.9,6.3
7.3,24.7,3429.3,57.2,6.4
7.3,24.7,3370.4,55.6,6.6
7.3,24.8,3340.7,55.8,6.8
7.3,24.8,3310.1,58.5,7.1
7.3,24.9,3271.7,62.8,7.2
7.3,25,3219.6,67.5,7.4
7.3,25,3246.5,71.9,7.4
7.3,25,3301.3,76.7,7.4
7.3,25,3439.8,81.8,7.1
7.3,25,3617.8,90.2,6.7
7.3,25,3764.3,95.4,6.4
7.2,24.9,3903.1,100.1,6.2
7.2,24.9,4079,103.3,5.9
7.2,24.9,4244.2,99.2,5.6
7.2,24.9,4350.7,87.5,5.3
7.2,24.9,4418.6,77.8,5.2
7.2,24.9,4507.7,71.2,4.9
7.2,24.9,4603.3,68.4,4.8
7.2,24.9,4776.5,68.6,4.7
7.1,24.8,4949.7,70.4,4.7
7.1,24.8,5084.8,71.9,4.7
7.1,24.7,5164.5,71.4,4.8
7.1,24.6,5113.5,67.4,5
7.1,24.6,4980.3,61.1,5.2
7.1,24.5,4847.6,56.2,5.4
7.1,24.5,4701.2,53.1,5.7
7.2,24.5,4535.2,51.4,6
7.2,24.5,4383.4,51.3,6.2
7.2,24.6,4315.7,52.7,6.3
7.2,24.7,4307.9,55.1,6.4
7.2,24.7,4368.3,59.5,6.2
7.2,24.7,4478.9,65.4,6
7.2,24.8,4670.4,70.6,5.6
7.2,24.7,4877.6,75.6,5.2
7.1,24.8,5081.3,77.9,5
7.1,24.8,5227.6,77.8,4.9
7.1,24.8,5314.2,75.5,4.8
7.1,24.8,5324,70.4,4.9
7.1,24.8,5295.5,64.3,4.9
7.1,24.8,5284.9,59.2,5
7.1,24.8,5271.1,54.8,5
7.1,24.7,5247.4,51.9,5
7.1,24.7,5218.9,50,5
7.1,24.7,5182.9,49,5.1
7.1,24.6,5154.7,48.6,5
7.1,24.6,5098.1,48.5,5
7.1,24.5,4967.3,48.4,5
7.1,24.5,4797.2,48.5,5.2
7.1,24.5,4613.3,48.7,5.4
7.1,24.6,4417,49.2,5.7
7.1,24.6,4316.6,50.2,5.9
7.1,24.7,4275.2,51.8,6.1
7.1,24.8,4331.8,54,6
7.1,24.9,4468.3,56.6,5.8
7.1,24.9,4713.7,59.6,5.4
7.1,24.9,5024.4,62.7,5.1
7.1,25,5454.6,67.2,4.7
7.1,25,5850.7,72.4,4.6
7,25,6188.3,76,4.5
7,25,6477.8,75.5,4.5
7,25,6670.1,73,4.6
7,25,6723.9,67.6,4.8
7,24.9,6670.3,60.6,4.9
7,24.8,6476.1,55.3,5.2
7.1,24.8,6268.6,51.7,5.3
7.1,24.7,6112.1,49.8,5.4
7.1,24.6,5974.1,48.8,5.3
7.1,24.5,5843.1,48.4,5.4
7.1,24.4,5712.4,48.2,5.5
7.1,24.3,5501.6,48.2,5.7
7.1,24.2,5298.8,48.2,5.8
7.1,24.1,5118.4,48.6,6
7.1,24.2,4995,49.2,6
7.1,24.3,4946.2,50,6
7.1,24.4,4898.1,51,5.8
7.1,24.6,4782.7,52.2,5.6
7.1,24.7,4595.7,53.4,5.4
7.2,24.9,4369.3,53.3,5.3
7.3,25,4638.8,52.6,5.2
7.4,25,5512.3,52.4,5.2
7.5,25,6196.8,51.8,5.5
7.5,25,6735.8,51.7,5.7
7.6,25,7147.8,52.1,5.7
7.6,25,7407.7,52.8,5.7
7.6,24.9,7506.7,53.8,5.6
7.6,24.9,7476.2,53.3,5.7
7.6,24.9,7255.7,52.2,5.8
7.6,24.8,6985.4,51.1,6.1
7.7,24.8,6711.5,50.1,6.2
7.7,24.7,6468.6,49.2,6.4
7.8,24.6,6281.1,48.6,6.6
7.8,24.6,6109.1,48.2,6.8
7.8,24.5,5923.5,48,7
7.8,24.4,5747.9,47.9,7.1
7.8,24.4,5555.1,48,7.2
7.8,24.4,5334.5,48.1,7.4
7.8,24.4,5104.7,48.4,7.6
7.8,24.5,4847.7,48.5,7.9
7.9,24.6,4669.4,48.7,8.2
8,24.7,4552.7,49,8.6
8.1,24.8,4513.9,49.5,8.9
8.1,24.9,4569.7,50.3,8.9
8,24.9,4750.1,51.5,8.6
7.9,24.9,5074.4,53.3,7.9
7.9,24.8,5465.8,54.8,7.4
7.8,24.8,5854.2,57.5,7
7.8,24.8,6199.4,61.4,6.6
7.8,24.8,6469,64.2,6.2
7.7,24.8,6550.7,67.5,6.1
7.7,24.7,6542.8,66.9,6
7.7,24.7,6469.4,63.7,6
7.7,24.7,6342.2,58.6,6.1
7.7,24.6,6234.5,54.5,6.2
7.7,24.6,6164.1,51.6,6.2
7.7,24.5,6067.7,49.7,6.3
7.6,24.5,5977.9,48.4,6.3
7.6,24.4,5891.7,47.8,6.4
7.7,24.3,5826.7,47.5,6.5
7.7,24.3,5774,47.6,6.5
7.7,24.3,5734.2,47.9,6.6
7.7,24.3,5715.4,48.3,6.7
7.8,24.3,5699.3,48.6,6.8
7.8,24.4,5685.6,48.9,7
7.9,24.5,5663.1,49.1,7.3
8,24.6,5621.9,49.2,7.8
8.1,24.8,5566.3,49.2,8.5
8.2,24.9,5510,49.3,9.1
8.3,25,5461.4,49.5,9.4
8.3,25,5456.3,50,9.5
8.3,25,5500.8,50.6,9.2
8.2,24.8,5583.9,50.9,8.6
8.1,24.7,5703.9,51.5,8
8,24.6,5874.2,52.4,7.3
7.9,24.5,6010.3,53.5,6.7
7.9,24.5,6090.4,53.9,6.4
7.8,24.4,6096.6,52.6,6.2
7.8,24.4,6061.5,51.2,6.2
7.8,24.3,6031.8,50.1,6.2
7.7,24.3,6011.9,49.2,6.1
7.7,24.2,5989.7,48.6,6.1
7.7,24.1,5958.1,48.3,6.1
7.7,24,5902.7,48,6.2
7.7,23.9,5829.2,47.8,6.3
7.8,23.8,5740.7,47.7,6.5
7.8,23.8,5684.3,47.8,6.7
7.9,23.8,5663.5,48.1,6.8
7.9,23.9,5669.5,48.4,7.1
8,24,5660.9,48.7,7.5
8,24.1,5632.2,49,7.9
8.1,24.2,5584.5,49.5,8.4
8.2,24.2,5507.8,50.2,8.7
8.2,24.3,5395.1,51,8.9
8.3,24.3,5228.4,51.7,9
8.3,24.3,5029.3,51.3,9
8.3,24.3,4805.9,50.8,8.8
8.3,24.3,4827.2,50.5,8.3
8.2,24.3,5081.1,50.6,7.9
8,24.3,5368.1,51,7.3
7.9,24.3,5540,50.4,6.8
7.8,24.3,5559.7,50,6.4
7.8,24.2,5409,49.6,6.1
7.8,24.2,5388.9,49.1,6
7.8,24,5185.3,48.8,6
7.8,23.8,5093,48.4,6
7.8,23.6,5002.3,48.1,6.2
7.8,23.4,5016,48,6.3
7.8,23.3,5059.5,48,6.4
7.8,23.3,5135.6,48,6.5
7.8,23.3,5206.6,48,6.7
7.9,23.4,5298.8,48.2,7
7.9,23.5,5229,48.4,7.3
7.9,23.7,4980.9,48.6,7.6
8,23.9,4550.8,48.9,8
8.1,24.1,4079.5,49.2,8.4
8.1,24.2,3444.5,49.6,8.8
8.2,24.3,3128.6,50,8.9
8.2,24.2,2710.8,50.4,8.7
8.1,24.1,2745.3,50.6,8.3
8,24,2770.2,50.2,7.7
7.9,23.9,2862.7,49.9,7.1
7.8,23.8,2798.7,49.6,6.7
7.8,23.7,3118.9,49.3,6.4
7.7,23.7,3344.6,49,6.2
7.7,23.7,3656.9,48.8,6.1
7.7,23.6,3561.5,48.7,6.1
7.7,23.6,3441.7,48.6,6.2
7.7,23.5,3099.5,48.5,6.4
7.7,23.3,2839.8,48.3,6.6
7.8,23.2,2360.6,48.1,6.8
7.8,23.1,2090.2,48,7
7.8,23.1,1893,47.9,7.1
7.8,23.1,1946.2,47.9,7.1
7.8,23.1,1815.3,48,7.3
7.8,23.2,1841.5,48.2,7.5
7.8,23.4,1709.2,48.5,7.9
7.8,23.7,1673.7,49,8.3
7.9,24,1588.3,49.5,8.9
7.9,24.3,1601.9,50.1,9.5
8,24.5,1541.2,51.1,9.9
8,24.6,1619.5,52.3,10
8,24.5,1500.2,53.7,9.9
7.9,24.3,1603.9,53,9.6
7.9,24.1,1692.5,51.9,9.1
7.8,23.9,1990.1,50.9,8.5
7.7,23.7,2153.3,50,8
7.6,23.6,2230,49.4,7.5
7.6,23.5,2219.2,49,7
7.5,23.4,2311.6,48.8,6.5
7.5,23.3,2079.9,48.6,6.2
7.4,23.3,2021.6,48.6,6
7.4,23.2,1970.8,48.5,5.9
7.4,23.1,2169.1,48.5,5.9
7.4,23.1,2060.5,48.4,5.9
7.4,23.1,2082.9,48.4,5.9
7.3,23,2053.1,48.1,5.9
7.3,23.1,2199.9,47.8,5.9
7.3,23.2,2101.4,47.4,6.1
7.3,23.3,2139.2,46.6,6.4
7.3,23.5,2085.3,45.7,6.8
7.3,23.6,2237.9,45,7.3
7.3,23.7,2156.5,44.7,7.9
7.4,23.8,2044.1,45.8,8.5
7.4,23.9,1844.1,49.5,9.1
7.5,24,1969.5,57.6,9.5
7.6,24,2224.2,72.6,9.7
7.7,24,2909.2,96.2,9.6
7.8,23.8,3675.4,128.7,9
7.8,23.7,4308.6,155.4,8.2
7.8,23.6,4777.3,188.1,7.5
7.8,23.5,5112.7,180.5,6.9
7.7,23.4,5344.8,164.4,6.4
7.6,23.4,5498.3,160.1,6
7.6,23.3,5547.3,150.7,5.8
7.6,23.2,5518.4,153.8,5.7
7.6,23.1,5442.7,146.7,5.9
7.7,23,5305.9,121.3,6.2
7.7,22.8,5117.1,105.3,6.6
7.8,22.7,4957.7,89.6,6.9
7.8,22.6,4849.5,86.6,7.1
7.8,22.5,4797.7,96.6,7.2
7.8,22.6,4795.1,110.6,7.3
7.8,22.7,4832.2,135.4,7.4
7.8,22.8,4897.1,165.8,7.5
7.9,23,4970.6,144.4,7.6
7.9,23.1,4992.6,129.3,7.8
7.9,23.2,5012.1,125.5,7.8
7.9,23.2,5056.6,120.8,7.8
7.9,23.2,5143.4,125.5,7.6
7.9,23.2,5272.2,110,7.2
7.9,23.2,5438.6,105.4,6.8
7.8,23.2,5642.9,114.3,6.2
7.8,23.2,5820.3,126,5.8
7.7,23.2,6038.3,151.3,5.3
7.7,23.2,6184.8,185.4,5
7.6,23.1,6206.9,169,4.8
7.6,23,6147.6,159.4,5
7.6,22.9,6042.8,141.3,5.2
7.6,22.7,5920,136.7,5.4
7.6,22.5,5749.4,143.3,5.6
7.6,22.3,5607.9,119.1,5.8
7.6,22.2,5520.5,105.5,5.8
7.6,22.1,5468.6,106.2,5.9
7.6,22,5442.1,120.3,6
7.6,22,5433.1,143.1,6.1
7.6,22.1,5434.3,128.7,6.3
7.7,22.2,5431.5,120.9,6.7
7.7,22.3,5415,124.4,7
7.8,22.5,5378.8,129.7,7.4
7.8,22.6,5327.9,129.6,7.9
7.9,22.7,5253.8,134.5,8.5
8,22.8,5156.6,107.5,9.1
8,22.9,5064.5,85.4,9.5
8,23,4967.3,71.4,9.9
8.1,23.1,4828.1,65.5,10.2
8.1,23.1,4634.5,66.6,10.4
8.1,23.1,4412.7,72.4,10.4
8,23.1,4148.2,73.5,10.3
8,23,3873.8,76.2,10.1
7.9,22.9,3663.2,70.1,9.9
7.9,22.8,3494.8,65.7,9.6
7.9,22.7,3345.3,63.3,9.4
7.8,22.6,3201.8,56.9,9.2
7.8,22.5,3079.4,52.3,8.9
7.8,22.4,2981.6,49.7,8.7
7.7,22.3,2894.6,49.3,8.4
7.7,22.3,2810.7,51.6,8.2
7.7,22.2,2748.6,56.9,8.1
7.7,22.2,2706.5,65.7,8
7.7,22.2,2674.9,77.8,8.2
7.7,22.3,2643.3,88.4,8.5
7.7,22.5,2614.5,92.3,8.9
7.8,22.7,2593,97.6,9.3
7.8,22.8,2581.2,85.1,9.7
7.8,22.9,2579.8,76.5,9.9
7.8,23,2593,74.2,10
7.8,22.9,2626.4,78.7,9.7
7.7,22.9,2688.2,88.4,9.2
7.7,22.8,2734.9,91.9,8.9
7.7,22.8,2787.1,90.5,8.6
7.7,22.7,2820.1,89.4,8.3
7.6,22.7,2852.4,77.5,8.1
7.6,22.6,2865.6,69.4,8
7.6,22.5,2871.8,66.8,7.7
7.6,22.5,2876.1,70,7.5
7.5,22.4,2882.7,77.6,7.2
7.5,22.4,2888.7,87.1,7.1
7.5,22.3,2894.9,76.9,6.8
7.5,22.2,2902.7,67.8,6.7
7.5,22.2,2912.6,62.2,6.6
7.5,22.2,2924,60.8,6.5
7.4,22.2,2936.8,63.2,6.5
7.4,22.2,2939.8,68.4,6.6
7.4,22.3,2930.6,68.4,6.7
7.4,22.4,2918.8,69.4,6.9
7.4,22.6,2911.6,63.1,7.2
7.4,22.8,2911.1,58.8,7.5
7.4,22.9,2918.9,57.8,7.7
7.4,23.1,2932.6,61,8
7.4,23.2,2952.5,68.6,8
7.4,23.1,2991.6,80.6,7.7
7.4,23.1,3048.2,90.4,7.3
7.4,23,3120.5,101.1,6.8
7.4,23,3186.5,89.7,6.4
7.4,22.9,3256.3,78,6
7.4,22.9,3308.9,68.8,5.8
7.4,22.9,3338.4,60.5,5.7
7.4,22.9,3335.3,55.5,5.6
7.3,22.9,3297.5,53.2,5.8
7.4,22.9,3244.8,52.3,6
7.4,22.9,3203.2,53.2,6.2
7.3,22.9,3176.9,55.8,6.2
7.3,22.8,3171.2,58.4,6.1
7.3,22.8,3174,62,6
7.3,22.8,3176.2,62.8,6
7.3,22.7,3173.2,60.6,5.9
7.4,22.7,3160.4,59.8,6
7.4,22.8,3132.8,58.8,6.4
7.4,22.9,3087.1,59.9,7
7.4,23,3038.1,63,7.6
7.4,23.3,2990.2,62.1,8.2
7.5,23.5,2939.2,63.9,8.8
7.5,23.7,2890.5,69.1,9.2
7.5,23.8,2860.7,76.1,9.2
7.5,23.7,2858.3,85.1,8.8
7.4,23.6,2891.8,81.2,8
7.4,23.5,2934.4,77.3,7.3
7.4,23.4,2983.4,74,6.6
7.4,23.3,3016.3,71.7,6.2
7.3,23.3,3029,70.7,6.1
7.3,23.3,3033.8,72,5.9
7.3,23.3,3029.9,65.7,5.8
7.3,23.3,3013.8,61.4,5.7
7.3,23.3,2998,59.9,5.6
7.3,23.2,2988.7,59.2,5.6
7.3,23.2,2978.4,62.3,5.5
7.3,23.2,2963.9,69.7,5.6
7.3,23.1,2937.7,79,5.7
7.3,23.1,2897.2,92.1,5.9
7.3,23.1,2858.1,94.7,6
7.3,23.1,2830.7,102.5,6.1
7.3,23.1,2817.4,115.5,6.2
7.3,23.1,2815.4,107.7,6.4
7.3,23.1,2820.4,106.7,6.5
7.3,23.2,2828,114.2,6.6
7.3,23.2,2837.8,114,6.8
7.4,23.3,2850,121.4,7.1
7.4,23.3,2867.7,121,7.2
7.4,23.3,2894.1,120.2,7.1
7.4,23.3,2933.6,124.1,7.1
7.4,23.3,2988.1,106.2,7
7.3,23.2,3042.3,89,6.8
7.3,23.2,3076.2,75.4,6.7
7.3,23.1,3111,69.2,6.5
7.3,23,3156.6,70.5,6.2
7.3,23,3214.7,77.7,5.9
7.3,22.9,3275,80.9,5.6
7.3,22.8,3324,89.3,5.5
7.3,22.8,3365.2,97.6,5.5
7.2,22.7,3398.3,108.6,5.4
7.2,22.5,3418.2,122,5.3
7.2,22.4,3408,102.5,5.3
7.2,22.2,3385.5,85.9,5.4
7.2,22.1,3349.5,75.7,5.5
7.3,22.1,3299.1,72.5,5.7
7.3,22.1,3245.3,75,5.9
7.3,22.1,3189,73.6,6.2
7.3,22.3,3129.1,73.1,6.4
7.3,22.5,3081.9,74.8,6.7
7.3,22.7,3039.3,67.6,7.1
7.3,23,2987.1,61.8,7.5
7.3,23.1,2950.9,59.9,7.6
7.3,23.1,2946.7,62.4,7.4
7.3,23.1,2986.8,69.1,6.9
7.3,22.9,3056.2,79,6.2
7.3,22.8,3118.4,80.5,5.5
7.3,22.7,3168.7,85.1,5.1
7.2,22.6,3210.5,92.5,4.7
7.2,22.6,3222.9,86.6,4.6
7.2,22.5,3218.2,83.2,4.5
7.2,22.4,3194.3,77.1,4.5
7.2,22.4,3157.9,75.2,4.7
7.3,22.3,3118.4,77.7,5.1
7.3,22.2,3079.5,75.3,5.4
7.3,22.2,3049.9,76.5,5.6
7.3,22.1,3027.5,80.6,5.8
7.3,22,3009.3,73.2,6
7.2,22,2994.7,68.7,5.9
7.2,22,2979.8,68.3,5.8
7.2,22.1,2957.9,69.1,5.8
7.2,22.2,2917.9,72.8,5.9
7.2,22.4,2858.6,70.7,6.2
7.3,22.7,2769.7,69.8,6.6
7.3,23,2647.4,70.7,7.3
7.3,23.3,2507.8,64.6,8
7.4,23.4,2416.9,60.1,8.4
7.5,23.3,2391.3,58.1,8.6
7.7,23.3,2391.7,57.1,8.7
7.8,23.1,2404.1,57.8,8.5
7.9,23,2420.3,58.6,8.3
7.9,23,2435.3,58.8,8.1
7.9,22.9,2436.6,57.4,7.9
7.9,22.8,2444.2,56.7,7.7
7.9,22.8,2459.7,55.6,7.5
7.8,22.7,2477.8,55,7.2
7.8,22.6,2480.8,52.9,7
7.8,22.5,2469.9,51.2,6.8
7.7,22.5,2449.3,50,6.6
7.7,22.4,2425.7,49.2,6.4
7.7,22.3,2405.9,48.8,6.2
7.6,22.3,2391.4,48.6,6.1
7.6,22.3,2378.2,48.6,6.1
7.6,22.3,2361.2,48.7,6.2
7.6,22.5,2337,49,6.5
7.7,22.7,2317.1,49.6,6.9
7.8,22.9,2302.4,50.2,7.5
7.9,23.2,2287.6,51,8.3
8,23.6,2270.9,51.9,9.2
8.2,24,2251.3,53,10
8.3,24.2,2224.4,53.5,10.6
8.4,24.3,2184.5,53.4,11
8.4,24.3,2145.8,52.9,11
8.3,24.1,2104.4,52.9,10.7
8.2,23.8,2060.3,53.9,10.4
8.1,23.6,2019,56,10
8,23.4,2007,59,9.5
8,23.3,2014.8,60.5,9.1
7.9,23.2,2039.9,58.8,8.6
7.8,23.2,2071.8,55.7,8.1
7.8,23.1,2099.8,53.2,7.6
7.8,23.1,2107.3,51.3,7.4
7.7,23,2099.4,50.1,7.2
7.7,22.9,2087.5,49.3,7
7.7,22.9,2077.7,48.9,7
7.7,22.8,2069.5,48.9,6.9
7.7,22.8,2061.2,49,6.8
7.7,22.8,2050.2,49.3,7
7.7,22.8,2036.5,49.8,7.3
7.8,23,2026.6,50.7,7.9
7.9,23.3,2019.4,52,8.5
7.9,23.6,2000,52.4,9.2
8,23.9,1974.5,53.2,9.7
8,24.1,1941.3,54.7,10
8,24.2,1919.7,56,9.9
8,24.2,1947.8,57.6,9.3
7.9,24.1,2033.8,60.3,8.6
7.8,23.9,2184.3,62.8,7.7
7.7,23.8,2369,62.5,6.9
7.6,23.6,2568.3,61.3,6
7.6,23.5,2720.6,61.7,5.5
7.5,23.5,2801.8,62.2,5.2
7.5,23.4,2796.8,62.2,5
7.5,23.4,2708.4,61.9,5.1
7.5,23.3,2630.1,62.8,5.3
7.5,23.2,2588.1,64.4,5.3
7.5,23.1,2563.1,65.6,5.3
7.5,23,2555.4,65.8,5.2
7.5,22.9,2561.2,64.8,5.1
7.5,22.7,2577.2,62.7,5
7.4,22.6,2605.9,59.2,5
7.4,22.5,2632.8,56.7,5
7.4,22.5,2653.2,54.8,5.1
7.5,22.4,2655.9,53.2,5.2
7.5,22.4,2632.5,51.5,5.3
7.5,22.5,2570.5,50.4,5.6
7.5,22.7,2454.9,49.8,6
7.5,22.8,2291.2,49.7,6.4
7.5,22.9,2152.5,50.3,6.5
7.5,23,2061.8,51.9,6.5
7.5,23,2021.7,54.8,6.5
7.5,22.9,2035.4,59,6.2
7.5,22.8,2104.3,64,5.7
7.4,22.7,2219.8,65.1,5.2
7.4,22.7,2378.6,64.7,4.8
7.4,22.6,2559.6,62.3,4.5
7.4,22.6,2785.1,60,4.2
7.4,22.6,3034.7,58.5,3.9
7.4,22.6,3187.4,55.4,3.8
7.4,22.5,3258.3,52.8,3.9
7.4,22.4,3228.9,50.9,4
7.4,22.2,3136.5,49.4,4.2
7.4,21.9,2978.6,48.4,4.6
7.4,21.7,2837.2,47.8,4.9
7.4,21.5,2735,47.6,5.1
7.4,21.4,2668.4,47.6,5.3
7.4,21.4,2642.3,47.8,5.4
7.4,21.4,2649.2,48.1,5.6
7.4,21.5,2673.7,48.3,5.7
7.4,21.6,2709.5,48.6,5.8
7.4,21.7,2747,48.9,6.1
7.4,21.8,2775.4,49.3,6.4
7.5,21.8,2797.3,49.9,6.6
7.5,21.9,2821.2,50.8,6.7
7.5,21.9,2861.3,52.2,6.7
7.5,21.9,2936,53.9,6.4
7.4,21.9,3061.5,54,5.8
7.4,21.9,3249.1,54.3,5.1
7.3,21.9,3481.4,54.9,4.5
7.3,21.9,3702.4,54.6,3.9
7.3,21.9,3897.4,53.3,3.4
7.3,21.9,4011.4,52.2,3.2
7.3,21.8,4028.9,51.4,3.4
7.3,21.7,3921.7,50.3,3.9
7.3,21.5,3823.6,49.4,4.2
7.3,21.4,3738.2,48.8,4.5
7.3,21.3,3668.3,48.4,4.7
7.3,21.2,3613.5,48.1,4.8
7.3,21.1,3570.9,48.1,4.8
7.3,21.1,3537.3,48.1,4.8
7.3,21.1,3503.2,48.4,4.9
7.3,21.2,3463.2,48.7,5.1
7.3,21.3,3429.3,48.9,5.4
7.3,21.5,3401.2,49.1,5.9
7.4,21.6,3373.1,49.1,6.4
7.4,21.8,3335.5,48.9,7.1
7.4,21.9,3277.8,48.7,7.8
7.4,22,3202.6,48.5,8.6
7.5,22.1,3138.7,48.6,9
7.5,22,3149.7,48.9,8.8
7.4,22,3210.2,49.3,8.3
7.4,21.9,3281.4,49.9,7.7
7.4,21.8,3337.1,50.6,7.1
7.3,21.8,3371.6,51.4,6.8
7.3,21.7,3387.8,51.6,6.4
7.3,21.7,3388.7,51,6.2
7.3,21.6,3390.8,50.5,6.2
7.3,21.6,3375,50,6.2
7.3,21.5,3354.6,49.5,6
7.3,21.5,3334.8,49.2,6
7.3,21.4,3317,49.2,5.9
7.2,21.4,3299.7,49.1,5.8
7.2,21.3,3283.8,48.7,5.6
7.2,21.3,3266.8,48.2,5.5
7.2,21.3,3247.8,47.6,5.8
7.2,21.5,3223.9,46.9,6.3
7.2,21.7,3191,46.4,6.9
7.2,22,3142.7,46.9,7.6
7.3,22.4,3074,48.7,8.6
7.4,22.8,2985.8,53.2,9.6
7.5,23.1,2903.2,61.5,10.2
7.8,23.2,2901.7,75.6,10.4
8.1,23.1,2942.4,96.5,10.3
8.3,23,2978.9,121.1,10.3
8.6,22.9,3015.9,136.7,10.2
8.7,22.8,3052.6,155.2,10.1
8.8,22.7,3079.7,136.3,10
8.7,22.6,3091.7,122.8,9.9
8.7,22.6,3108.8,117.4,9.7
8.7,22.5,3129.1,98.1,9.4
8.6,22.4,3143.8,87.3,9.1
8.5,22.4,3125.5,86.4,8.8
8.4,22.4,3077.2,94,8.6
8.4,22.4,3012,105.9,8.3
8.4,22.4,2958.3,92.4,8
8.3,22.4,2913.3,77.1,7.8
8.3,22.4,2840.6,64.5,7.6
8.4,22.3,2766.2,56.8,7.6
8.4,22.4,2686,54,7.8
8.4,22.4,2595.2,56.4,8
8.5,22.5,2521.5,63.8,8.4
8.5,22.5,2483,76.2,8.6
8.5,22.6,2465,92.1,8.7
8.6,22.7,2461,95.9,9.1
8.7,22.8,2476.1,103.8,9.6
8.8,22.8,2518.6,113.1,9.9
8.7,22.8,2601.9,104.2,9.6
8.6,22.7,2727.4,101.9,8.8
8.5,22.5,2841.9,103,8.1
8.4,22.4,2891.6,113.3,7.6
8.3,22.4,2872.4,129.7,7.3
8.3,22.4,2830.6,123.3,7.2
8.2,22.4,2778.9,118.8,7
8.2,22.4,2748,122,6.8
8.1,22.4,2726.6,118.1,6.6
8.1,22.4,2721.5,118.7,6.4
8,22.4,2729.1,100.6,6.2
8,22.4,2741.5,80.2,6
8,22.3,2743.1,65.1,6.1
8.1,22.3,2732.1,56.8,6.3
8.1,22.3,2720.5,55.3,6.5
8.1,22.3,2713.8,60.7,6.7
8.1,22.3,2708.5,72.9,7
8.2,22.4,2704,91.1,7.2
8.2,22.4,2703,112.7,7.3
8.2,22.5,2711.1,111.1,7.3
8.1,22.5,2736.8,111.4,7
8.1,22.5,2789.7,98.9,6.7
8,22.5,2880.7,91.8,6.3
7.9,22.6,3019.7,92.1,5.8
7.9,22.5,3204.8,91.2,5.3
7.8,22.5,3391.6,96,4.9
