PH,oxy,elec,tur,tem
6.91,3.74,429,29,26.9
6.97,3.97,441,35,26.9
6.92,4.04,438,47,26.9
6.93,4.36,416,64,26.9
6.92,4.28,470,84,26.8
6.95,4.05,557,89,27
6.92,4.26,566,55,26.9
6.98,5.45,569,66,26.8
6.93,5.29,566,72,26.9
6.94,4.71,575,77,26.9
6.94,4.69,613,90,26.8
6.92,4.51,699,47,26.5
6.93,4.13,735,54,26.4
6.91,4.2,745,48,26.3
6.92,4.15,764,43,26.2
6.91,3.99,794,43,26
6.91,3.74,891,45,25.9
6.88,4.07,943,29,25.9
6.9,3.88,1041,31,25.8
6.9,3.99,946,28,25.8
6.9,3.77,959,35,25.7
6.86,3.51,970,36,25.6
6.91,4.16,831,25,25.5
6.89,4.04,831,24,25.5
6.89,3.86,844,35,25.4
6.86,4.04,863,39,25.6
6.89,3.69,902,50,25.8
6.88,4.39,863,59,26.1
6.87,4.68,804,54,26.2
6.82,4,888,56,26.2
6.86,5.26,846,55,26.6
6.84,5.94,843,69,27.6
6.83,5.58,828,78,27.6
6.79,5.32,819,79,27.3
6.84,5.14,872,73,27
6.83,5.66,890,58,26.8
6.83,5.22,894,73,26.7
6.78,4.94,866,67,26.6
6.83,4.41,894,62,26.4
6.79,3.61,1321,68,26.5
6.83,4.09,1126,45,26.3
6.77,3.88,995,48,26.3
6.81,3.73,1029,46,26.2
6.81,4.3,1082,29,26.2
6.81,3.63,1063,36,26.1
6.76,4.33,1091,29,26.2
6.8,4.24,1116,27,26.1
6.8,4.21,1107,27,26.2
6.79,4.35,1079,29,26.2
6.73,5.04,1050,33,26.5
6.77,5.19,1041,55,26.6
6.76,5.03,1044,65,26.9
6.74,5.47,1025,59,27.5
6.68,7.02,989,58,28.4
6.71,6.03,992,67,28
6.75,5.04,1026,78,27.7
6.75,7.03,1019,74,28.6
6.69,8.7,1029,68,29
6.73,8.47,1017,57,28.6
6.75,7.68,1036,61,28
6.76,6.93,1079,77,27.7
6.7,5.39,1194,67,27.3
6.74,6.47,1228,37,26.9
6.72,4.89,1401,60,26.8
6.73,4.93,1300,51,26.6
6.7,4.94,1296,35,26.5
6.73,4.6,1293,36,26.3
6.72,4.77,1303,34,26.3
6.73,4.26,1249,26,26.2
6.69,4.53,1206,22,26.2
6.72,3.97,1199,20,26.1
6.72,4.15,1163,20,26.1
6.72,3.68,906,20,26.1
6.69,4.3,879,26,26.5
6.71,5.55,879,19,27
6.69,6.78,871,28,27.5
6.69,7.15,925,40,27.5
6.68,7.59,996,44,27.9
6.72,8.65,1023,55,28.1
6.72,8.84,1015,43,28
6.74,8.12,1014,46,27.7
6.72,7.66,1026,68,27.4
6.75,6.6,1069,80,27.2
6.75,6.95,1057,67,27.2
6.74,7.18,1010,65,27.2
6.74,6.69,998,84,27.4
6.75,6.6,879,58,27.4
6.76,5.57,897,51,27.5
6.78,5.25,869,45,27.6
6.76,5.05,875,46,27.8
6.78,5.02,891,35,27.7
6.8,3.72,887,49,27.4
6.8,3.12,910,57,27.1
6.77,2.41,1013,74,26.9
6.8,1.99,1069,76,26.7
6.8,2.96,1212,82,26.6
6.81,2.19,1249,83,26.5
6.82,2.64,887,86,26.8
6.81,3.46,875,90,27
6.8,3.74,925,129,27.5
6.8,3.54,968,173,27.7
6.78,3.1,955,149,27.7
6.79,3.08,925,94,27.4
7.24,4.64,959,98,27
7.28,4.08,971,116,27.2
7.56,3.97,959,113,26.9
7.37,4.31,968,91,26.7
7.37,4.36,1001,74,26.6
7.38,4.35,1016,64,26.4
7.51,4.25,1044,64,26.3
7.36,4.2,1082,57,26.2
7.33,4.03,1191,51,26.2
7.31,3.68,1223,60,26.2
7.45,3.88,1158,43,26.1
7.3,3.67,1173,35,26.1
7.3,3.59,1207,34,26
7.29,3.46,1213,34,25.9
7.56,3.47,1247,31,25.9
7.27,3.36,1250,32,25.8
7.24,3.21,1263,40,25.7
7.22,3.21,1280,40,25.6
7.63,3.14,1325,48,25.4
7.25,3.46,1420,35,25.4
7.27,3.77,1462,45,25.6
7.22,3.36,1663,64,25.8
7.28,3.16,1651,71,25.9
7.18,2.85,1943,57,26.1
7.16,2.77,2080,59,26.3
7.23,3.76,1910,74,26.3
7.63,2.29,2445,56,26.3
7.34,4.48,1822,45,25.8
7.27,4.06,1569,47,25.5
7.17,2.84,2018,69,25.7
7.54,2.71,2065,69,25.4
7.11,2.04,2773,51,25.8
7.17,2.46,2423,49,25.2
7.18,2.78,2377,44,24.9
7.21,3.06,1764,67,24.3
7.22,3.1,1772,69,24.3
7.22,3.39,1567,61,24.2
7.2,3.63,1591,51,24.5
7.2,3.47,1619,57,24.5
7.14,3.38,1632,57,24.3
7.11,3.32,1635,52,24.2
7.13,3.63,1688,47,24.1
7.29,4.12,1761,44,24.4
7.1,3.25,1806,68,24.5
7.08,3.58,1932,53,24.8
7.09,4.01,1932,54,24.9
7.12,4.32,1944,63,24.9
7.09,4.47,1916,60,25
7.1,5.14,1935,62,25.2
7.09,3.88,1922,98,25.1
7.07,4.66,2084,84,25.1
7.11,4.33,2093,78,25.1
7.11,4.11,2287,84,25
7.13,4.72,2172,71,24.9
7.26,3.55,2728,88,25
7.12,3.75,2886,59,25
7.09,4.36,2684,51,24.7
7.13,4.76,2319,41,24.5
7.04,4.63,2162,43,24.4
7.07,4.15,2366,59,24.4
7.09,3.95,2354,64,24.2
7.14,4.15,2183,48,23.8
7.13,4.69,2234,33,24
7.12,4.37,2222,39,23.8
7.1,4.25,2225,45,23.7
7.1,3.98,2357,51,23.9
7.16,3.67,2647,49,24.2
7.07,3.51,2693,54,24.4
7.08,3.62,2687,48,24.4
7.08,3.59,2650,64,24.5
7.11,3.6,2606,65,24.5
7.08,3.55,2628,61,24.4
7.13,4.34,2536,70,24.5
7.11,4.91,2452,66,24.5
7.13,5.13,2380,81,24.4
7.1,6.54,2253,54,24.3
7.11,5.21,2318,77,24.4
7.11,3.83,2405,88,24.4
6.97,3.29,2471,53,24.3
7.09,3.01,2536,58,24.3
7.06,3.09,2490,44,24.2
7.07,4.24,2288,31,24.1
7.11,3.86,2294,70,24
7.06,3.02,2465,68,24.2
7.05,2.56,2650,59,24.3
7.07,3.31,2288,53,23.9
7.15,4.74,2099,27,23.8
7.07,3.48,2250,61,23.9
7.04,2.65,2439,64,24
7.04,2.95,2542,53,24
7.06,3.04,2569,60,24
7.04,3.42,2400,49,23.7
7.03,4.2,2409,44,23.8
7.03,3.51,2470,60,23.8
7.06,4.53,2402,47,23.8
7.04,4.34,2386,67,23.8
7.05,4.32,2457,84,23.8
6.92,1.57,7042,60,24.1
6.94,2.96,4400,53,23.8
7.08,2.67,3184,55,23.6
7.02,2.58,2890,55,23.4
7.09,2.45,1724,69,23.2
7,2.56,1080,68,23.1
7.09,2.45,919,59,23
7.08,2.39,941,45,23.1
7.08,2.52,922,35,23.1
6.97,2.44,965,47,23.1
7.03,2.36,978,43,23.1
7.06,3.04,1064,43,23.1
7.03,2.48,1051,51,23.1
7.08,2.69,996,35,23
7.06,2.77,873,38,22.9
7.06,2.58,734,49,22.9
7.03,2.36,639,63,22.9
6.99,2.27,630,61,23
6.98,1.82,563,42,23.4
6.99,1.71,557,35,23.6
7,1.76,563,39,23.6
7.02,1.88,578,34,23.6
6.97,1.95,566,42,23.6
6.98,1.69,554,35,23.7
7,1.55,529,43,23.7
6.87,1.6,533,47,23.6
6.98,1.6,548,48,23.4
6.96,1.47,578,56,23
6.96,1.3,608,58,22.8
6.96,1.24,599,54,22.8
6.94,1.14,492,41,22.9
6.92,0.98,460,31,23
6.92,0.94,447,20,23.3
6.9,0.98,563,26,23
6.92,1.19,490,22,22.9
6.91,1.01,503,20,22.9
6.9,1.17,508,20,22.8
6.93,1.07,505,20,22.8
6.9,1.25,785,20,22.9
6.9,1.05,520,19,22.6
6.9,1.17,585,19,22.7
6.79,0.97,582,19,22.8
6.93,1.24,576,18,22.7
6.94,1.41,455,21,22.6
6.92,1.72,507,21,22.6
6.94,1.53,582,25,22.8
6.92,1.03,655,17,22.9
6.94,1.29,624,28,22.9
6.92,0.99,689,17,22.8
6.94,1.95,560,26,22.8
6.94,1.54,551,32,22.8
6.93,1.51,615,48,22.6
6.93,1.13,717,35,22.3
6.85,1.15,743,36,22.1
6.94,1.43,693,31,22.1
6.91,1.29,594,28,22.1
6.89,1.36,498,19,22.2
6.79,1.35,461,17,22.2
6.84,1.34,538,22,22.2
6.87,1.25,548,22,22.1
6.84,1.19,547,22,22
6.83,1.34,959,26,22.2
6.89,1.31,662,29,21.8
6.87,1.72,681,30,21.6
6.88,1.98,436,29,21.4
6.73,1.94,533,29,21.4
6.84,1.89,549,35,21.5
6.81,1.92,561,43,21.6
6.82,2.05,583,42,21.6
6.68,1.73,635,52,21.7
7.25,3.82,662,37,21.8
7.31,4.21,674,33,21.9
7.31,4.19,639,40,22
7.57,3.89,860,42,21.9
7.22,3.24,731,53,21.7
7.2,3.04,743,50,21.6
7.18,3.07,648,54,21.4
7.45,2.76,675,55,21.2
7.16,2.52,697,58,21.2
7.11,2.31,647,48,21.3
7.07,2.03,472,28,21.4
7.48,1.92,393,19,21.6
6.97,1.87,369,16,21.5
7.05,2.15,478,23,21.4
7.04,1.88,400,19,21.4
7.48,1.99,504,16,21.4
7.08,2.11,684,26,21.5
7.07,2.05,833,19,21.5
7.07,2.03,639,22,21.4
7.53,2.07,486,18,21.3
7.06,2.3,481,18,21.4
7.08,2.3,519,24,21.5
7.09,2.65,508,26,21.5
7.47,2.49,551,32,21.6
7.12,3.16,511,28,21.8
7.12,3.42,510,28,21.8
7.06,2.81,468,33,21.8
7.54,2.41,545,33,21.8
7.04,2.21,629,34,21.7
7.05,2.35,594,40,21.8
7.03,2.24,531,35,21.8
7.58,2.35,615,48,21.9
7.05,2.02,656,64,21.9
7.05,2.06,677,56,21.9
7.05,1.88,621,46,22
7.6,1.65,500,31,21.9
7.04,1.68,462,27,21.9
7.02,1.74,426,22,21.8
7,1.72,397,19,21.8
7.56,1.66,400,19,21.8
7.01,1.78,408,19,21.7
6.97,1.99,390,17,21.6
6.98,1.91,446,22,21.7
7.53,1.81,491,22,21.7
6.97,2.06,408,19,21.8
6.97,2.02,489,20,21.9
6.98,2.02,627,20,22.1
7.53,2.71,418,18,22.2
7.03,3.18,393,33,22.5
7.01,3.03,448,35,22.6
7.02,3.24,448,36,22.8
7.58,2.87,461,38,22.6
7.03,3.48,532,68,22.9
7.07,3.74,425,59,23.2
7.05,3.7,409,71,23.4
7.64,3.05,426,56,23.3
7.03,2.33,773,70,23.3
7.04,2.34,773,71,23.3
7.06,2,734,61,23.3
7.69,1.77,668,48,23.4
7.03,2.09,452,32,23.3
7.01,1.93,433,32,23.3
7.01,1.97,433,35,23.2
7.61,1.9,430,46,22.9
6.97,2.37,419,47,22.8
7,2.37,515,48,22.8
7.01,2.51,596,50,22.9
7.62,2.67,721,45,23
7.03,2.72,699,58,23.2
7.03,2.75,724,54,23.4
7.02,2.77,844,46,23.5
7.56,3.44,749,42,23.8
7.07,3.91,734,48,24.3
7.09,4.07,736,48,24.4
7.09,4.29,702,52,24.7
7.54,4.23,743,56,24.5
7.12,4.6,761,35,24.5
7.11,4.71,776,63,24.6
7.12,4.49,841,67,24.4
7.46,4.27,733,65,24.3
7.1,4.25,612,45,24.1
7.08,4.37,624,35,24
7.09,4.18,633,41,23.9
7.22,4.03,652,41,23.8
7.05,3.88,641,49,23.8
7.03,3.53,639,46,23.8
7.03,3.6,623,41,23.7
7.25,3.67,582,33,23.6
7.01,3.59,581,31,23.4
7,3.51,606,36,23.5
6.99,3.7,579,33,23.6
7.17,4.15,542,35,23.8
7,3.75,570,46,23.8
6.96,3.4,597,41,23.8
6.93,3.29,624,45,23.9
7.01,3.73,627,41,24.2
6.93,4.89,591,37,24.7
6.94,5.26,578,39,25
7.4,5.5,658,44,25.3
7.63,5.6,900,48,25.4
7.41,5.27,1298,40,25.2
7.42,5.33,1349,47,25.1
7.44,5.52,1373,41,25.1
7.75,6.3,1187,41,25.2
7.56,6.34,1163,44,25.2
7.57,6.38,1135,36,25.1
7.56,6.25,1064,39,25
7.72,5.74,1163,41,25
7.44,5.45,1327,44,25
7.48,5.7,1114,34,24.9
7.51,5.8,1089,25,24.7
7.72,6.07,965,19,24.7
7.53,5.91,946,17,24.7
7.52,5.69,934,18,24.6
7.54,5.82,940,22,24.7
7.75,6.08,986,24,25
7.54,6.12,995,45,25
7.49,5.5,998,48,25
7.45,5.3,1023,44,25.2
7.78,5.92,1010,42,25.6
7.67,6.92,1016,38,25.8
7.75,7.03,1019,42,25.9
7.61,6.24,1157,45,25.8
7.81,6.68,1272,43,25.8
7.77,7.28,1221,31,25.9
7.66,6.66,1401,39,25.7
7.99,8.04,1132,32,26
7.84,6.6,1428,45,25.8
7.86,7.57,1385,24,25.8
7.85,7.49,1327,28,25.8
7.8,7.11,1255,28,25.7
7.96,7.4,1178,22,25.7
7.84,7.28,1227,28,25.6
7.8,7.21,1016,20,25.5
7.79,7.18,995,20,25.5
7.84,7.03,1001,21,25.5
7.74,6.98,995,20,25.4
7.73,6.87,974,22,25.5
7.84,7.13,968,22,25.6
7.99,7.64,989,28,26
8.18,8.68,986,28,26.4
8.3,8.98,1013,37,26.9
8.19,8.24,971,31,26.8
8.49,10.56,971,35,29.3
8.7,9.92,915,38,29.2
8.69,10.39,928,45,29.4
8.46,8.64,1089,40,29.3
8.24,9.03,1204,50,29.3
8.54,8.65,1371,38,29.2
8.64,9.59,1372,34,28.9
8.61,8.76,1297,32,28.4
8.48,8.27,1564,29,28.2
8.22,7.18,1675,28,27.8
8.01,6.53,1747,23,27.4
7.91,5.98,1776,21,27.3
7.96,6.21,1724,19,27.2
7.8,5.49,1706,18,27.1
7.8,5.47,1688,11,27.1
7.71,5.06,1636,15,27.1
7.85,5.41,1611,16,27.2
7.7,4.78,1572,16,27.1
7.64,4.09,1556,16,27.2
7.61,3.78,1553,21,27.3
7.82,5.11,1526,32,27.7
8.22,7.74,1560,18,28.6
8.27,8.07,1503,21,29
8.4,8.68,1557,29,29.6
8.15,8.02,1569,35,30.1
8.39,6.58,1560,31,29.8
8.01,4.77,1628,24,29.1
7.85,3.84,1684,34,28.9
7.68,3.55,1920,37,28.2
7.55,2.31,2068,24,27.9
7.37,1.93,2376,34,27.6
7.42,2.23,2093,13,27.7
7.53,3.53,2090,18,27.8
7.39,2.49,2102,15,27.8
7.36,2.02,2046,11,27.7
7.34,1.88,2005,10,27.7
7.48,2.3,1965,16,27.7
7.33,1.75,1910,9,27.7
7.34,2.28,1872,9,27.8
7.31,2.35,1761,11,27.9
7.45,3.11,1809,14,28.1
7.3,2.03,1770,14,28
7.26,1.88,1643,14,28.1
7.25,2.22,1684,16,28.1
7.41,3.29,1582,16,28.7
7.29,3.43,1536,13,29.2
7.27,3.4,1585,15,29.7
7.32,4.36,1536,19,30.5
7.45,6.94,1482,29,31.4
7.44,7.01,1460,28,31.6
7.35,5.83,1435,44,32.3
7.29,4.72,1467,59,32.3
7.38,4.69,1429,104,32.3
7.28,3.45,1666,42,31
7.22,3.36,1818,30,30.5
7.21,3.25,1885,30,30.2
7.28,2.9,1885,37,30.1
7.19,1.82,1869,28,29.9
7.21,0.96,1851,31,29.8
7.2,1.1,1829,25,29.6
7.25,1.29,1758,49,29.5
7.22,0.87,1749,35,29.4
7.21,1.17,1774,34,29.3
7.19,1.22,1828,24,29.2
7.24,0.92,1770,36,29.2
7.2,0.34,1761,39,29.1
7.19,0.51,1801,29,29
7.18,0.33,1807,33,29
7.23,0.64,1691,50,29.5
7.19,0.35,1682,56,29.4
7.16,1.07,1761,44,30.2
7.15,1.64,1813,42,30.7
7.21,3.74,1926,47,31.1
7.15,3.23,1828,43,31.3
7.15,3.65,1935,62,31.4
7.16,3.49,1992,52,31.4
7.23,3.97,1918,82,31.6
7.19,1.62,1940,68,31.4
7.2,1.13,1912,78,31.4
7.2,0.66,1926,75,31.1
7.23,1.74,1922,61,31
7.21,0.86,1920,40,30.7
7.2,0.53,1935,37,30.5
7.19,0.48,1928,29,30.4
7.22,1.11,1931,37,30.4
7.2,0.31,1923,31,30.2
7.19,0.39,1907,26,30.1
7.19,0.49,1926,26,30
7.2,0.63,1925,32,30
7.19,0.24,1897,27,29.8
7.18,0.34,1935,32,29.7
7.17,0.26,1907,23,29.8
7.2,1.3,1841,36,30.1
7.18,0.64,1870,34,30.3
7.17,2.36,1871,35,30.6
7.16,2.62,1891,38,30.9
7.19,4.82,1891,48,31.2
7.17,3.87,1942,40,31.4
8.77,10.38,1953,54,31
8.94,10.45,1947,57,31.7
8.13,9.59,1919,101,31.8
8.44,8.45,2005,143,31.7
8.02,6.45,1966,177,31.4
7.67,4.85,1925,155,30.6
7.91,4.99,1808,98,30.3
7.7,5.66,1759,53,30.1
7.66,5.69,1506,40,29.9
7.65,5.31,1389,42,29.9
7.91,5.44,1375,48,29.9
7.58,5.15,1347,45,29.8
7.58,4.86,1362,48,29.8
7.53,4.6,1371,48,29.6
7.84,4.71,1353,45,29.6
7.5,4.54,1358,41,29.5
7.47,4.22,1353,48,29.5
7.48,4.79,1362,45,29.6
7.93,6.38,1390,44,30.1
7.83,6.82,1382,68,30.4
8.04,8.23,1431,67,30.8
8.09,8.4,1448,65,30.9
8.27,10.05,1410,66,31.5
8.44,10.3,1488,66,31.7
8.37,10.46,1556,60,31.9
8.2,10.16,1615,64,31.8
8.13,9.85,1698,67,31.4
7.76,7.92,1802,63,30.9
7.67,7.95,1827,48,30.7
7.64,7.72,1808,41,30.6
7.82,7.9,1804,40,30.6
7.57,7.24,1810,36,30.4
7.5,6.95,1804,36,30.3
7.45,6.55,1813,38,30.2
7.62,6.39,1847,39,30.2
7.41,6.35,1804,33,30.2
7.38,6.16,1795,34,30.2
7.35,5.87,1785,34,30.1
7.47,5.7,1727,38,30.1
7.29,5.08,1678,33,29.9
7.24,4.59,1551,38,29.8
7.23,4.79,1532,42,29.9
7.49,5.99,1526,43,30.3
7.33,7.52,1539,41,30.8
7.3,8.4,1568,54,31.2
7.33,9.52,1607,50,31.4
7.45,8.72,1549,132,31
7.3,7.85,1722,73,30.8
7.31,7.06,1606,103,30.5
7.25,7.14,1669,78,30.4
7.83,8.41,1740,78,30.2
8.28,7.63,1746,83,30.5
8.37,8.03,1804,75,30
7.98,6.56,1981,70,29.6
7.82,5.74,2200,69,29.4
7.66,4.86,2380,67,29.4
7.63,5.07,1981,51,29.3
7.67,4.94,1917,47,29.2
7.8,4.99,1972,49,29.1
7.62,4.52,1996,54,28.9
7.55,4.12,2130,47,28.8
7.47,3.82,2459,45,28.9
7.74,3.77,2423,45,28.9
7.48,3.95,2353,36,28.6
7.42,3.94,2341,39,28.5
7.46,4.06,2344,36,28.5
7.83,4.74,2250,36,28.5
7.54,5.3,2238,33,28.6
7.42,4.57,2234,55,28.6
7.35,3.64,2266,71,28.7
7.76,5.54,2253,64,28.8
7.77,7.07,2263,55,28.9
7.82,7.16,2294,74,28.9
7.74,6.93,2256,59,28.8
7.68,5.5,2260,56,28.7
7.47,5.34,2259,54,28.5
7.44,5.19,2269,60,28.4
7.38,5.09,2269,61,28.2
7.59,4.38,2328,69,28.2
7.27,4.12,2477,56,28.1
7.25,3.91,2569,58,28
7.23,3.97,2423,45,27.8
7.44,3.93,2417,47,27.7
7.21,3.69,2309,48,27.6
7.18,3.81,2303,44,27.4
7.15,3.47,2300,53,27.4
7.34,3.57,2293,49,27.3
7.14,3.27,2340,53,27.3
7.1,3.42,2364,45,27.2
7.09,3.72,2445,40,27.3
7.28,4.33,2429,38,27.5
7.16,5.08,2414,30,27.6
7.15,5.96,2417,41,27.9
7.09,4.53,2396,58,27.9
7.26,4.6,2402,54,27.8
7.21,7.8,1983,38,28
7.33,10.15,1806,36,28.3
7.3,11.07,1791,36,28.4
7.44,11.99,1838,42,28.4
7.1,3.99,2468,44,27.8
7.36,11.46,1962,39,28.1
7.26,10.28,2015,42,28
7.36,9.54,2021,48,28
7.15,8.19,1941,54,27.7
7.04,4.99,2209,46,27.7
7.05,5.97,2043,35,27.5
7.22,6.38,1912,49,27.4
7.08,5.36,1928,42,27.3
7.03,4.07,1937,36,27.2
7.02,4.35,1900,36,27.1
7.14,4.53,1824,43,27.1
6.99,3.01,2259,48,27.3
6.96,2.69,2256,55,27.3
6.92,2.32,2166,56,27.3
7.07,2.26,2263,50,27.6
6.94,2.6,2080,58,27.4
7.01,3.78,1972,57,27.4
6.95,1.92,2213,46,27.6
7,2.12,2222,50,27.7
6.95,2.27,2240,51,27.7
6.92,1.48,2275,69,27.7
6.92,3.11,2195,73,27.7
7.73,5.11,2171,47,27.5
7.75,6.13,2145,73,27.4
7.5,4.79,2030,86,27.4
7.32,3.55,1877,78,27.2
7.59,1.74,1919,102,26.8
7.14,1.18,1988,67,26.6
7.11,1.31,1333,76,26.4
7.11,2.37,761,61,26.5
7.55,2.68,652,54,26.6
7.14,2.81,603,41,26.5
7.12,2.59,612,42,26.5
7.13,2.54,652,42,26.4
7.5,2.4,661,42,26.4
7.1,2.18,664,43,26.3
7.1,2.09,671,43,26.2
7.08,2.18,674,36,26.2
7.58,2.58,674,39,26.4
7.08,2.77,668,53,26.7
7.07,2.33,683,55,26.6
7.04,1.98,705,57,26.7
7.56,2.78,736,59,27.2
7.09,3.22,712,58,27.2
7.14,3.75,723,76,27.6
7.15,4,714,66,27.5
7.53,4.34,698,66,27.3
7.13,3.65,668,71,26.9
7.1,3.34,674,66,26.8
7.08,3.53,664,61,26.6
7.35,3.26,683,46,26.7
7.09,2.9,683,60,26.5
7.03,2.67,752,65,26.4
7.05,2.56,909,49,26.4
7.32,2.7,916,45,26.4
7.05,2.44,946,54,26.4
7.04,2.82,891,39,26.4
7.01,2.79,903,35,26.4
7.31,2.77,907,36,26.4
7.01,2.56,918,36,26.3
7.01,2.33,904,45,26.3
6.97,2.27,931,42,26.3
7.22,2.4,971,58,26.6
6.94,1.51,1222,67,26.7
6.89,1.16,1333,68,26.7
6.94,3.46,1166,51,26.9
7.11,3.39,1141,52,27.2
6.91,2.7,1162,63,27.1
7.18,2.93,1101,61,27.2
7.17,2.57,1121,55,27.1
7.61,4.01,1059,61,27.3
7.26,4.21,1034,59,27.3
7.25,4.56,976,63,27.3
7.18,4.39,974,71,27.3
7.6,3.81,1103,70,27.2
7.2,4.17,1044,53,27.1
7.17,4.06,1107,54,27
7.17,4.12,1106,57,26.8
7.51,4.22,1169,47,26.9
7.16,4.2,1209,42,26.8
7.13,4.4,1184,32,26.9
7.08,4.21,1150,32,26.8
7.44,3.55,1259,77,27
7.08,3.3,1490,50,26.9
7.07,3.59,1494,46,26.8
7.08,3.88,1359,36,26.8
7.43,4.12,1355,45,26.7
7.1,4.02,1388,52,26.7
7.1,4.42,1352,53,26.8
7.08,4.54,1388,45,26.8
7.42,4.97,1249,46,26.9
7.1,4.76,1252,48,26.8
7.05,4.49,1053,45,26.6
7.03,4.3,934,35,26.6
7.28,4.6,803,45,26.7
6.99,3.72,642,47,26.7
6.96,3.53,599,61,26.7
6.95,3.05,511,86,26.8
7.15,2.66,535,85,26.8
6.91,1.96,587,76,26.8
6.88,1.71,590,72,26.8
6.87,1.47,742,60,26.8
7.17,1.19,708,71,26.8
6.87,1.23,612,65,26.7
6.85,1.49,473,89,26.6
6.82,1.05,438,73,26.7
7.06,0.91,374,65,26.7
6.79,0.77,365,59,26.6
6.7,0.64,364,49,26.6
6.7,0.62,364,45,26.8
6.97,0.49,356,49,26.9
6.72,0.66,513,33,27
6.67,2.37,414,38,27
6.7,2.7,345,56,26.9
6.94,2.18,355,83,26.9
6.78,1.91,377,97,26.9
6.78,2.06,345,124,26.8
6.72,2.03,359,114,26.9
6.92,1.97,362,112,27
6.76,1.78,368,91,26.9
6.78,1.53,395,77,26.9
6.75,1.4,422,78,26.7
6.86,1.18,448,75,26.7
6.75,1.01,482,71,26.6
6.75,0.86,480,63,26.6
6.74,0.64,575,52,26.6
6.91,0.52,714,44,26.6
6.81,0.48,617,41,26.5
6.76,0.44,575,40,26.4
6.72,0.42,489,39,26.3
6.75,0.35,345,33,26.3
6.64,0.39,334,30,26.3
6.62,0.35,331,29,26.2
6.6,0.5,316,25,26.3
6.68,0.65,302,25,26.5
6.61,0.61,302,25,26.5
6.58,0.54,293,23,26.6
6.57,0.77,299,26,26.9
6.69,2.71,306,30,28.2
6.57,3.25,312,29,28.2
6.58,3.72,324,91,28.3
6.57,3.33,319,88,27.7
6.69,2.8,367,88,27.6
6.68,1.89,343,77,27.1
6.65,1.98,327,87,26.9
6.64,1.91,324,67,26.8
6.52,1.73,328,74,26.7
6.63,1.73,334,73,26.4
6.63,1.6,356,74,26.5
6.61,1.51,365,73,26.4
6.59,1.59,380,95,26.3
6.65,1.52,593,88,26
6.66,1.59,480,87,25.9
6.66,1.8,417,68,25.8
6.67,1.66,319,49,25.9
6.63,1.53,299,38,25.9
6.61,1.46,298,41,25.9
6.56,1.57,296,35,25.9
6.63,1.54,296,41,26
6.63,1.83,293,34,26
6.61,1.75,293,40,26
6.6,1.73,306,44,26.1
6.58,1.33,322,48,26.1
6.96,2.82,315,50,26
6.94,2.29,306,48,26.3
6.98,2.59,330,69,26.2
7.2,2.39,346,74,26.1
6.93,2.39,368,60,25.9
6.96,2.35,328,46,25.8
6.94,2.29,302,38,25.8
7.11,2.11,294,40,25.8
6.94,2.15,295,36,25.7
6.94,2.19,299,35,25.6
6.93,2.17,300,35,25.5
7.04,2.22,291,40,25.4
6.91,1.94,371,43,25.4
6.92,1.83,463,43,25.4
6.94,1.6,532,38,25.4
7.14,1.42,463,37,25.4
6.88,1.5,383,32,25.4
6.89,1.49,293,27,25.5
6.89,1.49,309,23,25.5
7.21,1.49,301,24,25.6
6.87,1.54,318,32,25.7
6.88,1.62,428,41,25.8
6.88,1.54,529,36,25.9
7.15,1.85,439,40,26.2
6.88,1.9,442,36,26.2
6.87,2.26,420,36,26.5
6.89,2.52,386,32,26.7
7.16,2.64,376,37,26.8
6.87,2.25,404,34,26.6
6.87,2.65,380,32,26.6
6.9,2.66,374,37,26.5
7.25,2.6,368,37,26.4
6.85,2.07,439,38,26.2
6.86,2.26,395,38,26.2
6.83,1.67,470,42,26.1
7.13,1.48,411,40,26.1
6.79,1.74,365,28,26
6.83,1.58,398,29,25.9
6.79,1.65,379,31,26
6.94,1.52,376,31,26
6.82,1.41,377,29,26
6.81,1.67,368,26,25.9
6.82,2.08,363,23,26
7.07,2.49,359,25,26.4
6.81,2.89,356,27,26.8
6.76,1.98,368,30,26.4
6.77,1.91,374,32,26.5
6.87,2.03,377,31,26.5
6.8,3.6,371,36,28
6.77,4.52,467,41,29
6.78,4.08,689,51,29
7.05,3.96,949,80,29.4
6.85,3.32,888,83,29.1
6.87,3.93,683,61,28.8
6.86,3.88,590,54,28.5
7,4.2,460,45,28.4
6.78,3.96,430,37,28.2
6.79,3.88,423,37,28.2
6.8,3.73,410,36,28.1
6.93,3.9,404,34,28.1
6.71,3.76,371,29,27.9
6.76,3.86,368,26,27.8
6.72,3.73,368,29,27.8
6.9,3.77,371,31,27.8
6.74,3.66,365,27,27.7
6.73,3.63,371,33,27.6
6.71,3.88,371,29,27.7
6.88,4.77,374,33,27.9
6.74,5.82,386,36,28.1
6.78,6.66,386,35,28.6
6.78,7.25,404,35,28.5
6.92,7.34,417,44,28.5
6.76,6.54,414,33,28.2
6.76,7.08,430,31,28.4
6.84,7.87,414,67,28.7
6.96,7.3,627,104,28.9
6.83,6.21,752,120,28.9
7.43,5.44,724,115,28.5
7.31,4.33,602,77,28.4
7.38,3.87,498,60,28.2
7.2,3.74,476,50,28
7.17,3.56,457,41,27.9
7.15,3.34,445,45,27.9
7.31,3.53,436,44,27.8
