PH,oxy,tur,elec,tem
7.5,3.9,48.3,3702,17.7
7.5,4,51.4,3808.6,17.7
7.5,4.1,54,3872.8,17.8
7.5,4.2,56.9,3873.1,17.8
7.5,4.3,60.3,3794.4,17.9
7.5,4.4,66.2,3656.7,18
7.5,4.4,72.1,3468.3,18.1
7.5,4.5,76.9,3188.2,18.2
7.5,4.7,77.6,2815.9,18.3
7.5,5,71.6,2391.5,18.4
7.6,5.6,61.8,1982.6,18.4
7.6,6,53.4,1658.4,18.4
7.6,6.4,50.1,1439.5,18.3
7.6,6.7,50.1,1316.3,18.3
7.6,7,51.3,1265.1,18.4
7.7,7.2,54.3,1258.1,18.4
7.7,7.4,55.6,1279.8,18.6
7.7,7.5,56.5,1316.7,18.7
7.7,7.8,58.1,1361.1,18.9
7.8,8.1,59.8,1411.8,19.1
7.8,8.3,61.4,1464.3,19.2
7.9,8.5,62.9,1513.6,19.3
7.9,8.7,64.1,1555.3,19.4
7.9,8.6,66.7,1580.4,19.4
7.8,8.3,67.3,1589.8,19.3
7.8,8,57.2,1586.5,19.1
7.8,7.6,47.8,1576.8,19
7.7,7.3,40,1562.6,18.9
7.7,7,33.4,1543.9,18.8
7.7,6.8,27.7,1523.6,18.7
7.6,6.6,23.3,1506.3,18.7
7.6,6.4,20.1,1493.3,18.6
7.6,6.3,18,1482.9,18.6
7.6,6.1,16.8,1474.9,18.6
7.6,6,16.6,1469,18.6
7.6,5.9,17.1,1465,18.6
7.6,5.8,18.3,1462.7,18.7
7.5,5.8,20.1,1461.9,18.7
7.5,5.7,22.4,1462.3,18.7
7.5,5.7,25.1,1463.7,18.8
7.5,5.7,28.1,1466,18.9
7.5,5.7,31.4,1468.7,18.9
7.5,5.7,34.9,1471.9,19
7.5,5.7,38.4,1475.1,19
7.5,5.8,41.8,1478.2,19.1
7.5,5.8,45.1,1481,19.2
7.6,5.8,48.3,1483.2,19.2
7.6,5.9,51.1,1484.7,19.3
7.6,6,53.5,1485.1,19.4
7.6,6,55.4,1484.3,19.4
7.6,6.1,56.7,1482,19.5
7.6,6.2,57.4,1478.1,19.5
7.6,6.2,57.3,1472.2,19.5
7.6,6.3,56.4,1464.2,19.5
7.6,6.4,54.5,1453.8,19.5
7.6,6.4,51.8,1437.8,19.5
7.6,6.6,46.3,1422.8,19.5
7.6,6.6,40.9,1410.2,19.5
7.6,6.6,36.2,1401.5,19.5
7.6,6.6,32.5,1398.1,19.4
7.6,6.5,30,1401.5,19.4
7.6,6.5,30,1418,19.4
7.6,6.4,32.2,1456.5,19.4
7.6,6.3,36.3,1522.7,19.5
7.5,6,38.8,1619.5,19.5
7.5,5.7,40.9,1696.6,19.5
7.5,5.5,42.2,1771.2,19.6
7.5,5.4,40.5,1827.3,19.6
7.5,5.2,38.1,1866.7,19.7
7.5,5.1,36.8,1895.8,19.7
7.5,5,37.6,1907.1,19.6
7.5,4.8,39.9,1903.2,19.5
7.5,4.6,41.7,1899.3,19.4
7.5,4.3,41.4,1894.6,19.3
7.4,4,40.7,1890.6,19.1
7.4,3.8,39,1869.2,18.9
7.4,3.7,35.5,1843.2,18.8
7.4,3.5,32.4,1822.1,18.7
7.4,3.4,30.8,1806.3,18.6
7.4,3.3,28.7,1794.5,18.5
7.3,3.2,27.3,1785.1,18.4
7.3,3.1,26.3,1773.3,18.4
7.3,3,25.6,1759.8,18.3
7.3,2.9,24.7,1748.4,18.3
7.3,2.8,24,1735,18.3
7.3,2.7,24.7,1727.5,18.2
7.3,2.7,25.5,1726.3,18.2
7.3,2.6,25.3,1730.4,18.2
7.3,2.6,25.6,1740.3,18.3
7.3,2.6,26.1,1752.8,18.3
7.3,2.6,26.3,1765.6,18.4
7.3,2.7,27.2,1772.7,18.5
7.3,2.8,28.9,1776.9,18.6
7.3,2.8,30.3,1779.7,18.7
7.3,2.7,31.1,1780.7,18.7
7.3,2.7,31.2,1780.1,18.7
7.4,2.8,30.2,1777.4,18.7
7.4,3,28.5,1772.7,18.7
7.4,3.3,25.9,1768.6,18.8
7.4,3.7,23.9,1765.2,18.8
7.4,3.9,23.4,1762.8,18.8
7.4,4.2,22.9,1756.9,18.8
7.4,4.3,22.3,1748.4,18.9
7.4,4.3,21.7,1737.6,18.9
7.4,4.2,21.8,1732.4,18.9
7.4,4,21.9,1722.6,18.9
7.4,3.8,22.1,1708.3,18.8
7.4,3.5,22.9,1688.9,18.8
7.4,3.4,24.9,1672.8,18.9
7.4,3.4,27.2,1661.2,18.9
7.4,3.6,26.6,1657.6,19.1
7.4,4,27.1,1659.1,19.3
7.4,4.3,26.9,1661.5,19.5
7.4,4.3,26.2,1662.5,19.6
7.4,4.2,22.6,1662.1,19.6
7.4,4.2,19,1659.9,19.6
7.4,4.5,17.4,1657.3,19.7
7.5,4.8,17.3,1654.3,19.7
7.5,5.1,18.8,1656.7,19.8
7.6,5.6,21.3,1658.2,20
7.6,5.5,21.9,1661.4,19.9
7.5,4.9,20.9,1667.3,19.8
7.4,4.1,18.8,1674.2,19.6
7.4,3.3,15.6,1684.2,19.4
7.3,2.7,13.2,1691.2,19.3
7.3,2.3,11.4,1693.8,19.2
7.3,2,10.1,1694.3,19.1
7.3,1.8,9.7,1692.4,19.1
7.2,1.6,9,1687.7,19
7.2,1.5,8.7,1680.6,19
7.2,1.5,8.7,1672.7,19
7.2,1.5,8.1,1665.8,19
7.2,1.5,7.7,1662.3,19
7.2,1.5,7.1,1657.5,19
7.2,1.6,6,1653.1,19.1
7.2,1.7,5.5,1649.7,19.1
7.2,1.7,5.4,1650.9,19.2
7.2,1.6,5.1,1683.7,19.1
7.2,1.7,4.9,1726.4,19.1
7.2,1.7,5,1785.9,19.1
7.2,1.7,5.5,1859.1,19.1
7.3,1.8,6.9,1935,19.1
7.3,1.9,7.8,1993.2,19.2
7.3,2,9.6,2034.4,19.2
7.3,2.2,12.7,2061.5,19.2
7.3,2.3,14.7,2082.9,19.3
7.3,2.3,16,2112.3,19.3
7.3,2.2,16.5,2145,19.4
7.3,2.1,16.8,2180.1,19.3
7.3,2,16.6,2217.5,19.3
7.3,1.9,17.1,2240.5,19.3
7.3,1.8,17.7,2260.9,19.2
7.3,1.8,18.4,2262.4,19.2
7.3,1.7,18.1,2249.9,19.1
7.3,1.7,17.8,2223.1,19.1
7.3,1.7,17.4,2199.9,19
7.3,1.7,16.4,2177.1,19
7.3,1.8,15.7,2166.1,19
7.3,2,14.9,2158.2,19
7.3,2.4,13.8,2152.3,19.1
7.3,2.9,13.3,2151.2,19.2
7.3,3.2,12.7,2154.8,19.3
7.3,3.6,12.5,2159,19.5
7.3,4.1,13.7,2158.2,19.6
7.4,4.6,13.9,2156.6,19.7
7.4,5,14.6,2155.3,19.8
7.5,5.3,15.8,2151,19.9
7.5,5.7,16.1,2138.9,20
7.5,5.9,16.5,2117.6,20
7.5,5.9,17.3,2091.2,19.9
7.5,5.6,17.5,2063.8,19.8
7.5,5.3,18.5,2078.7,19.7
7.4,4.9,20.5,2093,19.6
7.4,4.6,22.9,2126.8,19.5
7.4,4.4,24.7,2154.2,19.5
7.4,4.3,24.5,2169.9,19.4
7.3,4,24.1,2175.6,19.3
7.3,3.8,24,2172.1,19.2
7.3,3.6,22.6,2162.1,19.1
7.3,3.4,21.7,2155.7,19.1
7.3,3.4,20.9,2178.9,19.1
7.3,3.6,21.5,2200.1,19.2
7.4,4.1,23.1,2219.2,19.3
7.4,4.8,26.1,2231.2,19.6
7.5,5.7,23.7,2236.8,19.8
7.6,6.4,21.5,2237.7,20.1
7.5,6.4,17.1,2238.9,20.1
7.5,6,13.8,2239.6,20.1
7.5,5.6,11.9,2237.6,20.1
7.4,5.4,9.6,2233.4,20.1
7.5,5.5,8.7,2226.8,20.1
7.5,5.6,8.6,2219.8,20.1
7.4,5.2,8.6,2216.5,20
7.4,4.4,8.2,2216.2,19.9
7.3,3.6,7.7,2218.1,19.7
7.3,2.8,7.4,2222.6,19.6
7.2,2.2,7.8,2229.7,19.5
7.2,1.9,7.1,2233.4,19.4
7.2,1.8,7,2230.4,19.4
7.2,1.8,7,2221.1,19.4
7.2,2,5.6,2216.1,19.4
7.2,2.1,4.9,2211.4,19.4
7.2,2.2,4.5,2206.2,19.4
7.2,2.2,4.2,2200,19.4
7.2,2.3,4.7,2192.2,19.5
7.2,2.4,5.2,2183.8,19.6
7.2,2.6,6.6,2173.1,19.8
7.2,3,8.8,2161.2,20
7.2,3.4,9.5,2147.9,20.3
7.3,3.7,10,2139.1,20.5
7.3,4,10.9,2131.5,20.6
7.4,4.7,10.8,2121.7,20.9
7.4,5.8,11.5,2111.4,21.2
7.4,6.1,11.8,2103.9,21.3
7.4,5.8,11.9,2103.2,21.2
7.4,5.2,12.1,2106.8,21
7.3,4.5,11.7,2115.4,20.8
7.3,3.8,11.9,2128.6,20.6
7.2,3.2,12,2147.6,20.4
7.2,2.7,10.8,2169.7,20.2
7.2,2.2,8.8,2194.7,20.1
7.2,1.9,7.7,2212.3,20
7.2,1.8,5.6,2221,20
7.1,1.7,4.4,2220.8,19.9
7.1,1.7,4.1,2221.6,19.9
7.1,1.7,4.4,2227,19.9
7.1,1.7,5.1,2241.4,19.9
7.1,1.7,6.2,2271.4,19.9
7.2,1.7,7.8,2318.4,19.9
7.2,1.8,9.6,2366.5,19.9
7.2,2,10.9,2420.4,19.9
7.2,2.2,13.8,2485.3,19.9
7.2,2.5,16.5,2542.2,20
7.2,2.9,19,2605.4,20.1
7.2,3.3,21.5,2680,20.2
7.2,3.6,23.2,2755.9,20.3
7.3,3.6,23.7,2837.6,20.4
7.3,3.6,24.2,2909.3,20.4
7.3,3.7,25.4,2913.5,20.4
7.3,3.9,26.8,2889.1,20.4
7.3,3.9,27.8,2862,20.3
7.3,3.9,26.2,2884.9,20.2
7.3,3.8,25.5,2907.1,20.2
7.3,3.7,25,2933.7,20.1
7.3,3.6,22.8,2941.2,20
7.3,3.6,20.7,2942.9,20
7.3,3.5,19.3,2940.9,19.9
7.2,3.4,18.5,2938.2,19.9
7.2,3.2,18.2,2940.5,19.8
7.2,2.9,18.1,2933.1,19.8
7.2,2.7,18.4,2928.4,19.7
7.2,2.4,18.7,2910,19.7
7.2,2.2,17.5,2888,19.6
7.2,2.1,16.7,2870.4,19.6
7.2,2,16.4,2862.9,19.6
7.2,2.1,14.9,2860.6,19.7
7.2,2.1,14.1,2864.5,19.7
7.1,2.2,14,2868.9,19.8
7.1,2.3,14.7,2872.8,19.8
7.1,2.4,15.7,2876.9,19.8
7.1,2.5,16.3,2878.9,19.9
7.1,2.6,16.9,2879.6,19.8
7.1,2.7,17.1,2878.5,19.8
7.1,2.9,16,2876.1,19.8
7.1,3,15.1,2876.2,19.7
7.1,3,14.4,2880.5,19.7
7.1,2.9,12,2893.7,19.6
7.1,2.6,10.4,2915.3,19.6
7.1,2.3,9.4,2942.3,19.6
7.1,2.1,8.2,2975.1,19.6
7.1,1.9,7.7,3000.1,19.5
7.1,1.9,7.7,3010.8,19.5
7.1,1.8,8.1,3002,19.5
7.1,1.7,9.1,2975.6,19.4
7.1,1.7,8.7,2934.5,19.4
7.1,1.8,8.9,2891.6,19.3
7.1,1.9,9.9,2906.8,19.3
7.1,2,9.9,2912.8,19.3
7.1,2.3,10.5,2901,19.4
7.1,2.8,12,2857.8,19.5
7.2,3.3,13.2,2774.9,19.7
7.2,3.8,14.5,2641.4,19.9
7.2,4.3,17,2530.1,20.1
7.3,4.5,20.4,2477.8,20.3
7.3,4.8,25.2,2460.8,20.4
7.3,5.2,29.1,2457.3,20.5
7.4,5.5,34.3,2463,20.5
7.3,5.2,35.7,2467.8,20.4
7.3,5.1,33.7,2465.1,20.3
7.3,4.9,30.6,2455,20.2
7.3,4.6,27.9,2445.3,20.1
7.3,4.2,26.2,2458.9,20
7.2,3.7,25.9,2509.1,20
7.2,3.5,25,2578.6,19.9
7.2,3.5,24.6,2639.6,19.9
7.2,3.5,23.9,2696,19.9
7.2,3.5,21.4,2714.2,19.9
7.2,3.4,19,2701.6,19.8
7.2,3.2,17,2718.2,19.8
7.2,2.9,13.3,2710.3,19.7
7.2,2.7,10.8,2682.2,19.6
7.1,2.7,9.1,2646.4,19.5
7.1,2.7,8.8,2620.1,19.5
7.2,3,9.9,2607.1,19.5
7.2,3.2,12.3,2608.6,19.5
7.2,3.4,15.4,2621,19.6
7.2,3.8,18.1,2624.8,19.7
7.2,4.1,19.3,2622.1,19.7
7.2,4.4,21.2,2617.6,19.7
7.3,4.6,23.8,2615.7,19.7
7.3,4.6,24.5,2634.3,19.7
7.2,4.3,25,2658.8,19.7
7.2,3.8,24.6,2687.2,19.6
7.2,3.6,23.9,2694.8,19.5
7.2,3.4,23.6,2689,19.4
7.2,3.3,23.6,2680.6,19.3
7.2,3.1,23.6,2670.6,19.3
7.2,3,24.4,2671.3,19.2
7.2,2.9,23.9,2685.7,19.2
7.2,2.9,22.8,2698.1,19.2
7.2,2.9,21.5,2699.8,19.1
7.2,2.8,19.6,2734.3,19.1
7.2,2.7,18.3,2765.5,19.1
7.2,2.7,17.3,2773.5,19
7.2,2.7,17.4,2772.2,19
7.2,2.9,17.4,2733.3,18.9
7.2,3.1,16.5,2687.9,18.9
7.2,3.4,16.6,2636.5,19
7.2,3.7,17.3,2560.7,19.1
7.2,4.2,17.6,2461.2,19.3
7.2,5,20.3,2350.8,19.5
7.3,5.8,25.1,2440.9,19.7
7.3,6.8,29.2,2519.5,19.9
7.4,7.5,32.1,2569.7,20
7.4,7.9,34.5,2589.4,20.1
7.4,8,36.5,2590,20.1
7.4,7.8,38.1,2583.1,20
7.4,7.5,39.1,2566,19.9
7.3,7,39.1,2561.4,19.8
7.3,6.6,37.8,2551.5,19.7
7.3,6.3,35.8,2557,19.6
7.2,6,34.3,2564.1,19.6
7.2,5.7,33.3,2575.2,19.6
7.2,5.3,32.9,2590.8,19.5
7.2,5,33.3,2613.5,19.5
7.2,4.6,34.1,2638.5,19.5
7.2,4.4,34.8,2643.2,19.5
7.2,4.3,35.5,2639.1,19.5
7.2,4.4,35.1,2619,19.5
7.2,4.8,34.1,2582.8,19.5
7.2,5.3,32.7,2533.3,19.5
7.3,6.1,31.1,2471.7,19.7
7.3,6.8,30.4,2418.9,19.8
7.3,7.1,30.3,2387.4,20
7.3,6.8,30.3,2398.4,20
7.3,6.2,30.9,2434,20
7.2,5.7,31.6,2466.4,19.9
7.2,5.4,32.9,2490.5,19.9
7.2,5.3,35.4,2513.7,19.9
7.2,5.2,38.5,2547.1,19.9
7.2,5.3,40.7,2580.2,19.9
7.3,5.5,41.9,2637.5,19.9
7.3,5.8,42.3,2697.6,20
7.3,5.9,42.8,2743.6,20
7.3,6,42.1,2767.5,20
7.3,6.1,39.4,2764,20
7.3,6.2,36.7,2793.7,20
7.3,6.1,34.8,2817.8,20
7.3,5.9,34.2,2843.4,19.9
7.3,5.7,33.5,2851.3,19.8
7.3,5.5,33.1,2849.6,19.7
7.2,5.2,32.6,2838.4,19.7
7.2,4.9,32.7,2827.3,19.6
7.2,4.7,33.4,2831,19.6
7.2,4.6,34.3,2839.2,19.7
7.2,4.6,35.2,2860.1,19.8
7.2,4.8,35.6,2878.7,20
7.2,5.4,35,2887.3,20.2
7.3,6.3,34.4,2869.4,20.5
7.4,7.2,34,2833.1,20.7
7.4,7.9,34.9,2797.4,20.8
7.4,8.2,37,2816.1,20.8
7.4,8.3,40.5,2848.9,20.8
7.4,8.2,44.6,2886.4,20.7
7.4,7.9,47.3,2923.9,20.6
7.4,7.5,48.2,2963.5,20.6
7.4,7,47.7,3027.6,20.5
7.3,6.6,46.4,3074,20.4
7.3,6.4,44.6,3080.3,20.3
7.3,6.3,42.2,3042.5,20.2
7.3,6.2,39.6,2956.7,20.1
7.3,6.2,37.8,2850.4,20.1
7.3,6,37,2722,20.1
7.3,5.8,37.2,2608.7,20
7.2,5.6,37.5,2750.9,20
7.2,5.5,36.8,2870.5,19.9
7.2,5.6,35,2928.9,19.9
7.2,5.8,33.5,2930,19.9
7.2,6,32.5,2894.5,19.9
7.2,6.3,32.5,2906.1,19.9
7.3,6.4,33.8,2915.4,20
7.3,6.5,35.1,2955.4,20.2
7.3,6.7,36.2,2989.7,20.3
7.3,7.1,36.2,3013.9,20.5
7.3,7.6,35.9,3028.1,20.7
7.4,7.6,36.2,3031.3,20.8
7.3,7.4,36.8,3022.2,20.7
7.3,7.4,37.4,2998.4,20.7
7.4,7.7,38,2965.8,20.8
7.4,7.7,38.7,2922.8,20.8
7.4,8,39.2,2898.3,20.9
7.4,8.2,39.6,2905.8,20.9
7.4,8.2,39.2,2883.2,20.8
7.4,8.1,37.2,2820.4,20.7
7.3,7.8,34.9,2724.6,20.6
7.3,7.6,32.4,2623.1,20.5
7.3,7.4,30.3,2511.4,20.4
7.3,7.3,29,2403.1,20.4
7.2,7.2,28.1,2287.9,20.4
7.2,7.2,28.5,2172.5,20.4
7.2,7.2,30.2,2070.2,20.5
7.2,7,33.1,2120.5,20.5
7.2,6.8,36.8,2196.7,20.5
7.2,6.6,42.6,2300.6,20.5
7.2,6.2,48.9,2422.5,20.5
7.1,5.9,55.3,2550,20.5
7.1,5.5,58.7,2680.6,20.5
7.1,5.4,60.5,2794.4,20.6
7.1,5.3,62,2879.2,20.6
7.1,5.2,64,2991.9,20.6
7.2,5.1,67.8,3407.2,20.6
7.2,5,72.7,3772.6,20.6
7.2,4.8,78,4038.3,20.6
7.2,4.6,80.3,4186.9,20.6
7.2,4.5,81,4288.3,20.6
7.2,4.5,79.2,4316.8,20.5
7.2,4.5,76.6,4285.8,20.5
7.2,4.6,73.7,4237.3,20.4
7.2,4.8,69.9,4160,20.4
7.2,4.9,66.1,4066.4,20.3
7.2,4.9,63.8,4018.2,20.2
7.2,4.9,61.5,3902.8,20.2
7.2,4.8,60.2,3799.2,20.1
7.2,4.7,59.4,3734.1,20.1
7.2,4.7,60,3604.3,20.1
7.2,4.6,57.7,3427.1,20.1
7.2,4.6,52.9,3252.2,20.1
7.2,4.4,48,3101.2,20.1
7.2,4.3,45.9,3026.8,20.2
7.1,4,47.1,3026.6,20.3
7.1,3.8,48.8,3043.8,20.3
7.1,3.5,50.6,3077.3,20.4
7.1,3.5,51.8,3112.5,20.4
7.1,3.4,52.2,3169.3,20.4
7.1,3.2,52.1,3268.2,20.4
7.2,3.1,51.5,3396.3,20.3
7.2,3.2,49.9,3533.3,20.3
7.2,3.4,48.3,3647.4,20.2
7.2,3.5,48.1,3749.3,20.1
7.2,3.6,48.7,3781,20
7.2,3.8,49.1,3729.7,19.9
7.2,4.1,48.6,3677.4,19.8
7.2,4.2,47.1,3650.6,19.7
7.2,4.3,45.8,3646.8,19.7
7.2,4.4,43.9,3639.8,19.6
7.2,4.3,41.6,3613.2,19.6
7.2,4.2,39.7,3560.7,19.5
7.2,4.1,38.6,3550.5,19.4
7.2,3.8,39,3557,19.3
7.2,3.6,40.5,3570.4,19.3
7.2,3.4,43.7,3590.4,19.4
7.2,3.4,47.9,3616.3,19.4
7.2,3.3,51.8,3682.9,19.5
7.2,3.6,56.6,3688.9,19.5
7.2,4.1,62.8,3653.6,19.6
7.1,4.6,69.3,3577.9,19.6
7.1,5,75.2,3479.9,19.6
7,5,80.1,3387.1,19.6
6.8,4.7,82.8,3286.5,19.6
6.6,4.4,81.7,3142.8,19.6
6.4,4.3,77.1,2925.8,19.5
6.3,4.4,72.6,2717.6,19.5
6.2,4.4,67.1,2494.8,19.4
6.2,4.4,62,2272.4,19.3
6.2,4.2,57.9,2065.1,19.3
6.2,4,54.7,1976.2,19.2
6.2,3.7,52.2,1982.2,19.2
6.2,3.3,50.4,1988.8,19.2
6.2,2.9,49.2,1997.2,19.2
6.2,2.7,50.3,2012.4,19.1
6.2,2.5,53.9,2031.5,19.1
6.2,2.6,57.9,1998.2,19.2
6.2,2.6,60.7,1829,19.3
6.2,2.7,59.8,1540.3,19.5
6.1,3,59.1,1297.2,19.7
6.1,3.5,61.6,1131.4,20
6.1,4.1,66.9,1047.9,20.4
6.1,4.9,74,1012.1,20.8
6.1,5.6,79.5,1011,21.1
6.2,5.9,79.9,1030.3,21.2
6.2,5.7,79.2,1054.6,21.2
6.4,5.2,76.1,1079.8,21.1
6.6,4.3,69.3,1110.1,20.8
6.7,3.4,60.1,1140,20.5
6.8,2.7,51.4,1164,20.3
6.8,2.2,44.3,1179,20.1
6.9,1.9,38.9,1190.9,20
6.9,1.8,35.1,1200.3,20
6.9,1.8,32.7,1205.8,19.9
6.9,1.9,31.7,1203.8,19.9
6.9,2.1,31.7,1198.8,19.9
6.9,2.2,32.2,1192.1,20
6.9,2.3,32.9,1187.2,20
6.9,2.4,33.1,1184.6,20
6.9,2.3,32.4,1189.8,20
6.9,2.1,31.6,1200.6,20
6.9,2,31.2,1214.4,20
6.9,1.9,31.8,1235.9,20
6.9,2,33.5,1269.3,20
6.9,2,36.1,1321.2,20.1
6.9,2.2,39.4,1382.2,20.1
6.9,2.3,43.3,1441,20.2
6.9,2.3,47.4,1509,20.2
6.9,2.2,51.2,1564.1,20.2
6.9,2.1,53.4,1626,20.2
6.9,2,54.2,1702.9,20.2
6.9,2,54.3,1789,20.2
6.9,1.9,54,1885.6,20.2
7,1.9,54.1,1963.6,20.3
7,1.9,53.7,2050.2,20.3
7,1.9,52.6,2137.1,20.3
7,1.9,51.1,2242.4,20.2
7,1.9,50,2278,20.2
7,1.9,49.6,2265.6,20.2
7,1.9,50.1,2223.1,20.2
7,1.9,50.4,2140.1,20.2
7,1.9,50.6,2050.6,20.2
7,1.9,50.6,2014.4,20.1
7,1.9,50.4,2013.6,20.1
7,1.9,50.6,1987.1,20
7,1.9,51.3,1998.4,20
7,1.9,52.8,2060.4,20
7,2,54.6,2116.7,20.1
7,2,56.7,2182.4,20.1
7,2.1,59.7,2228.1,20.2
7,2.3,64.4,2253.3,20.3
7,2.6,70.3,2270.5,20.4
7,2.8,76.3,2286.9,20.5
7,2.9,80.3,2326,20.5
7,3,79.7,2375.8,20.5
7,2.9,75.2,2440.8,20.5
7,2.9,71.4,2493.9,20.4
7,3,70,2536,20.4
7,2.9,69,2592.2,20.3
7,2.8,68.1,2667.4,20.3
7,2.6,66.2,2759.5,20.2
7,2.4,64,2855.9,20.2
7,2.3,61.1,2889,20.1
7,2.3,58.2,2848.4,20.1
7,2.3,55.3,2788.9,20
7,2.2,53.2,2746.5,20
7,2.1,52.4,2717.7,19.9
7,2,52.6,2724.9,19.9
7,1.8,53.4,2763.6,19.9
7,1.8,52.8,2801.9,19.9
7,1.8,51.8,2853.7,19.9
7,1.9,50.8,2894.1,19.9
7,2,51,2943.7,20
7,2.2,52.5,2965,20
7,2.6,55.9,2965,20.1
7,3,60,2943.4,20.3
7,3.5,62.6,2926.8,20.5
7,4.1,64.6,2897.8,20.7
7,4.6,63.3,2873.4,20.8
7,5.2,62,2857.2,21
7,5.6,61.5,2864.5,21
7,5.8,62.4,2896.5,21
7,5.6,62.2,2950.6,20.9
7,5.2,61.4,3029.5,20.7
7,4.8,58,3086.4,20.6
7,4.5,54,3138.8,20.4
7,4.1,50.2,3239.8,20.4
7,3.6,46.6,3416.4,20.3
7.1,3.2,43.9,3594,20.3
7.1,2.8,43.1,3754.7,20.3
7.1,2.5,42.9,3913.7,20.2
7.1,2.1,42.7,4091.5,20.2
7.1,1.9,41.9,4296,20.2
7.1,1.8,40.9,4515.3,20.1
7.1,1.8,40.7,4728.6,20.1
7.1,1.9,41.5,4909.1,20
7.1,2,42.7,5095.9,20
7.1,2.2,45.4,5183.3,20
7.1,2.3,48.4,5350.3,20
7.1,2.4,50.6,5469.9,20.1
7.1,2.6,54.3,5456.2,20.1
7.1,2.6,58.2,5453.5,20.1
7.1,2.5,59.2,5517.3,20
7.1,2.3,58,5635.4,20
7.1,2.2,55.1,5807.8,19.9
7.1,2.1,51.7,5952.5,19.9
7.1,2.2,49.6,5997.9,19.8
7.1,2.4,49.8,5904.6,19.7
7.1,2.5,49.2,5886.5,19.5
7.1,2.7,47.5,5880.9,19.4
7.1,3,45.9,5776,19.2
7.1,3.3,43.7,5616.5,19
7.1,3.7,42.1,5417.3,18.8
7.1,3.9,41.7,5207.1,18.7
7.1,4,41.8,5040.9,18.6
7.1,3.9,42.1,4941.6,18.5
7.1,3.8,42.2,4820.6,18.5
7.1,3.8,42,4665,18.4
7.1,3.9,42.6,4513.5,18.4
7.1,4,44.1,4369,18.4
7.1,4.3,45.5,4214.8,18.4
7.1,4.7,46.9,4040.2,18.5
7.1,5.1,48.5,3877.8,18.6
7.1,5.6,50.5,3764.6,18.7
7.1,5.9,53.5,3707,18.8
7.1,5.9,56.1,3703.8,18.8
7.1,6.1,57.2,3705.3,18.9
7.1,6.3,57.6,3704.8,18.9
7.1,6.7,56.3,3698.7,18.9
7.1,6.9,51.9,3683.5,18.8
7.1,7,46.8,3655.8,18.7
7.1,7,41.1,3583.2,18.6
7.1,6.8,35.6,3492.8,18.6
7.1,6.5,31.6,3407,18.5
7.1,6.1,29.5,3357.1,18.6
7.1,5.9,28.7,3334.3,18.6
7.1,5.6,28.4,3331.2,18.6
7.1,5.3,28.6,3324.9,18.6
7.1,5,29.3,3288.8,18.6
7.1,4.7,30.8,3238.8,18.5
7.1,4.5,33.1,3182.4,18.5
7.1,4.3,37.2,3144.7,18.4
7.1,4.1,43.2,3156.2,18.5
7.1,4,48,3211.8,18.5
7.1,4,50.4,3322.3,18.6
7.1,4,48.9,3428.3,18.8
7.1,4.2,45.2,3480.9,18.9
7.1,4.6,41.3,3497.5,18.9
7.1,5.1,38.2,3487.2,18.9
7.1,5.4,36,3499.8,18.9
7.1,5.1,35.1,3599.8,18.9
7.1,4.6,34.9,3769.2,18.8
7.1,4.1,35.8,4006.6,18.8
7.1,3.8,36.5,4236.7,18.7
7.1,3.6,36.9,4437.7,18.7
7.1,3.4,37.1,4618.7,18.7
7.1,3.3,38,4756.9,18.7
7.1,3.2,38.6,4884,18.7
7.1,3.1,39.5,5016,18.7
7.1,3.1,41.9,5092.7,18.8
7.1,3.1,44.5,5065.1,18.8
7.1,3,46.5,4952,18.8
7.1,3,46.4,4867.6,18.7
7.1,2.9,45.4,4861.4,18.7
7.1,2.9,43,4837.6,18.7
7.1,3,40.7,4769.5,18.6
7.1,3,39,4718.9,18.6
7.1,3,38.1,4708,18.6
7.1,2.9,38.3,4753.1,18.7
7.1,2.7,38.9,4852.6,18.8
7.1,2.7,40.2,4971.6,18.9
7.1,2.7,41.6,5096.8,19.1
7.1,2.8,43.2,5189.5,19.2
7.1,3,45.2,5228.7,19.3
7.1,3.2,47,5227.2,19.3
7.1,3.4,48.2,5223.4,19.3
7.1,3.5,47.5,5233.7,19.2
7.1,3.7,45.8,5224.5,19.2
7.1,4.1,43.8,5114.2,19.2
7.1,4.4,43,5022.5,19.2
7.1,4.5,42.4,4973.8,19.2
7.1,4.5,41.4,4948.2,19.2
7.1,4.7,39.6,4937.1,19.2
7.1,4.9,36.5,4900,19.1
7.1,5.2,32.4,4827.6,19.1
7.1,5.4,29.1,4755.7,19
7.1,5.5,27.4,4703.8,19
7.1,5.5,27,4671.6,19
7.1,5.4,27.8,4652.9,19
7.1,5.4,29.5,4636.3,19
7.1,5.3,32.1,4617.5,19
7.1,5.3,35.9,4605.4,19.1
7.1,5.4,40.2,4598.3,19.2
7.1,5.8,41.3,4584.1,19.3
7.1,6.5,40.2,4560.7,19.5
7.1,7.4,37,4521.6,19.6
7.1,8.3,34.2,4485.4,19.7
7.2,8.9,32.8,4465.2,19.8
7.3,9.2,32.6,4461.7,19.9
7.4,9,32.9,4470.3,19.8
7.6,8.8,33.5,4473.7,19.8
7.8,9,33.7,4465.9,19.8
7.9,9.2,32.6,4444.6,19.8
8,9.2,32.5,4432.5,19.8
